번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,문화사업자구분명,지역구분명,총층수,주변환경명,제작취급품목내용,보험기관명,건물용도명,지상층수,지하층수,객실수,건축연면적,영문상호명,영문상호주소,선박총톤수,선박척수,선박제원,무대면적,좌석수,기념품종류,회의실별동시수용인원,시설면적,놀이기구수내역,놀이시설수,방송시설유무,발전시설유무,의무실유무,안내소유무,기획여행보험시작일자,기획여행보험종료일자,자본금,보험시작일자,보험종료일자,부대시설내역,시설규모,관광숙박업상세명
1840,관광숙박업,03_11_01_P,5370000,CDFI2260032007000001,2007.4.5,,1,영업/정상,13,영업중,,,,,055-636-8900,,656-927,경상남도 거제시 장평동 815-21 오아시스호텔,"경상남도 거제시 장평4로2길 11-9 (장평동, 오아시스호텔)",53272,오아시스호텔,2021.5.28 11:11,U,2021.5.30 2:40,,346565.6971,155302.3648,관광숙박업,관광사업,자연녹지지역,7,기타,,,호텔,5,2,155,9224,Oasis Hotel,"Tourist Accommodations
(Family Hotel)",,,,,,,200,9224.11,,,,,,,,,1000000000,,,,9224,가족호텔업
1841,관광숙박업,03_11_01_P,5410000,CDFI2260031984000001,1984.12.22,,1,영업/정상,13,영업중,,,,,,,635-891,경상남도 창녕군 부곡면 거문리 215-1번지,경상남도 창녕군 부곡면 온천중앙로 3,635-890,로얄관광호텔,2016.1.4 8:44,I,2018.8.31 23:59,,343914.2968,216900.3467,관광숙박업,관광사업,일반상업지역,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,관광호텔업
1842,관광숙박업,03_11_01_P,5410000,CDFI2260032000000001,2000.7.25,,1,영업/정상,13,영업중,,,,,055-536-5183,,635-891,경상남도 창녕군 부곡면 거문리 213-19번지,경상남도 창녕군 부곡면 온천2길 41,,(주)레이크힐스골프텔부곡,2019.2.11 18:07,U,2019.2.13 2:40,,344263.775,216825.6856,관광숙박업,관광사업,,12,,,,콘도미니엄,10,2,,,Lake Hills Golftel in Bukok,Tourist accommodation business(Resort condominium),,,,,,,,15272.77,,,,,,,,,,,,,15273,휴양콘도미니엄업
1843,관광숙박업,03_11_01_P,5410000,CDFI2260032005000001,2005.3.3,,1,영업/정상,13,영업중,,,,,,,635-891,경상남도 창녕군 부곡면 거문리 203-10,경상남도 창녕군 부곡면 온천로 594,635-890,(주)일성부곡콘도미니엄,2023.1.12 15:44,U,2023.1.14 2:40,,344110.8557,216373.6961,관광숙박업,관광사업,,0,,,,,0,0,0,0,ILSEONG BUGOK CONDOMINIUM CO,Tourist Accommodations,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0,휴양콘도미니엄업
1844,관광숙박업,03_11_01_P,5410000,CDFI2260032012000001,2012.8.17,,1,영업/정상,13,영업중,,,,,055-530-3000,,635-891,경상남도 창녕군 부곡면 거문리 223-1번지,경상남도 창녕군 부곡면 온천중앙로 42,50365,부곡스파디움 · 따오기호텔,2016.1.3 17:46,I,2018.8.31 23:59,,344188.3995,216644.212,관광숙박업,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,가족호텔업
1845,관광숙박업,03_11_01_P,5370000,CDFI2260032005000001,2005.10.24,,1,영업/정상,13,영업중,,,,,,,656-927,경상남도 거제시 장평동 444-1 외 2필지,경상남도 거제시 장평3로 80-37 (장평동),53261,거제삼성호텔,2021.4.1 11:00,U,2021.4.3 2:40,,347303.5087,156495.996,관광숙박업,관광사업,주거지역,7,,,,호텔,6,1,,,,,,,,,,,,11255.23,,,,,,,,,,,,,11255,관광호텔업
1846,관광숙박업,03_11_01_P,5370000,CDFI2260032006000001,2006.7.21,,1,영업/정상,13,영업중,,,,,,,656-841,경상남도 거제시 남부면 갈곶리 263-3번지,경상남도 거제시 남부면 해금강로 132,,바람의언덕 호텔&리조트,2020.3.4 9:01,U,2020.3.6 2:40,,352266.0374,139177.8682,관광숙박업,관광사업,자연녹지지역,3,기타,,현대,호텔,2,2,,,,,,,,,,,,1304.99,,,,,,,,,2400000000,,,,1305,가족호텔업
1847,관광숙박업,03_11_01_P,5370000,CDFI2260032008000001,2008.7.17,,1,영업/정상,13,영업중,,,,,,,656-892,경상남도 거제시 일운면 소동리 2-2,경상남도 거제시 일운면 거제대로 2752,,호텔 상상,2022.2.22 18:00,U,2022.2.24 2:40,,356301.879,151184.4892,관광숙박업,관광사업,,5,,,,,4,1,,,,,,,,,,,,4300.67,,,,,,,,,,,,,4301,관광호텔업
1848,관광숙박업,03_11_01_P,5370000,CDFI2260032009000001,2009.3.31,,1,영업/정상,13,영업중,,,,,055-730-1101,,656-891,경상남도 거제시 일운면 와현리 622,경상남도 거제시 일운면 거제대로 2190,,호텔리베라 거제,2022.12.26 16:00,U,2022.12.28 2:40,,355823.104,147194.9266,관광숙박업,,자연녹지지역,8,기타,,,숙박시설,8,3,0,0,,,0,0,,0,0,,0,15682.45,,0,,,,,,,15000000500,,,,15682,관광호텔업
1849,관광숙박업,03_11_01_P,5370000,CDFI2260032012000002,2012.12.28,,1,영업/정상,13,영업중,,,,,,,656-230,경상남도 거제시 덕포동 94,경상남도 거제시 옥포대첩로 425 (덕포동),53213,래디언스관광호텔,2022.7.22 11:15,U,2022.7.24 2:40,,356614.5476,158588.4215,관광숙박업,,자연녹지지역,7,기타,,,호텔,7,,,,,,,,,,,,,1552.86,,,,,,,,,1725000000,,,,1553,관광호텔업
1850,관광숙박업,03_11_01_P,5370000,CDFI2260032012000003,2012.12.31,,1,영업/정상,13,영업중,,,,,682-0877,,656-909,경상남도 거제시 장승포동 198번지,경상남도 거제시 장승포로 93-1 (장승포동),,더럭스관광호텔,2019.6.14 11:05,U,2019.6.16 2:40,,358187.1071,153048.9707,관광숙박업,,일반상업지역,7,기타,,,호텔,7,,31,935,The luxe,Tourist Accommodations (Tourist Hotel),,,,,,,,935.13,,,,,,,,,4380000000,,,,935,관광호텔업
1851,관광숙박업,03_11_01_P,5370000,CDFI2260032013000001,2013.6.11,,1,영업/정상,13,영업중,,,,,,,656-892,경상남도 거제시 일운면 소동리 115,경상남도 거제시 일운면 거제대로 2660,53326,소노캄 거제,2023.1.26 16:48,U,2023.1.28 2:40,,355727.354,150751.7307,관광숙박업,,자연녹지지역,28,기타,,,숙박시설,28,4,516,101627,,,,,,,,,700,101627.42,,,,,,,,,1.338E+11,,,,101627,휴양콘도미니엄업
1852,관광숙박업,03_11_01_P,5370000,CDFI2260032013000002,2013.7.16,,1,영업/정상,13,영업중,,,,,,,656-891,경상남도 거제시 일운면 와현리 579,경상남도 거제시 일운면 거제대로 2244,53329,도야거제가족호텔,2022.3.11 10:17,U,2022.3.13 2:40,,355874.3322,147679.0081,관광숙박업,,일반주거지역,4,기타,,,호텔,4,3,42,3292,,,,,,,,,,3291,,,,,,,,,5778000,,,,3291,가족호텔업
1853,관광숙박업,03_11_01_P,5370000,CDFI2260032014000001,2014.1.15,,1,영업/정상,13,영업중,,,,,055-639-2222,,656-863,경상남도 거제시 거제면 옥산리 산 2-3,경상남도 거제시 거제면 두동로 259-80,53284,거제뷰 골프텔,2023.2.17 17:37,U,2023.2.19 2:40,,345817.8473,154113.3873,관광숙박업,,관리지역,6,기타,,,호텔,5,1,,,,,,,,,,,,2763,,,,,,,,,34447976131,,,,2763,가족호텔업
1854,관광숙박업,03_11_01_P,5370000,CDFI2260032015000003,2015.7.17,,1,영업/정상,13,영업중,,,,,556822522,,656-894,경상남도 거제시 일운면 지세포리 481-3,경상남도 거제시 일운면 거제대로 2372,656-894,거제돔관광호텔,2021.4.15 18:08,U,2021.4.17 2:40,,356387.4039,148408.9029,관광숙박업,,자연녹지지역,6,,,,호텔,4,2,55,5856,,,,,,,,,,5855.51,,,,,,,,,1500000000,,,,5856,가족호텔업
1855,관광숙박업,03_11_01_P,5370000,CDFI2260032016000002,2016.3.28,,1,영업/정상,13,영업중,,,,,055 682 2644,,,경상남도 거제시 일운면 와현리 544-5번지,경상남도 거제시 일운면 거제대로 2308,53329,프래밀리가족호텔,2016.3.28 18:12,I,2018.8.31 23:59,,355893.5904,147931.6957,관광숙박업,,자연녹지지역,6,기타,,,호텔,6,2,,,,,,,,,,,,4198.1,,,,,,,,,,,,,4198,가족호텔업
1856,관광숙박업,03_11_01_P,5370000,CDFI2260032017000001,2017.3.28,,1,영업/정상,13,영업중,,,,,,,,경상남도 거제시 장평동 1212,경상남도 거제시 장평1로 13 (장평동),53267,아르누보스위트호텔,2023.7.20 15:38,U,2023.7.22 2:40,,347745.7769,155978.9176,관광숙박업,,일반상업지역,12,,,,,12,3,,,,,,,,,,,,5668.8,,,,,,,,,,,,,5669,관광호텔업
1857,관광숙박업,03_11_01_P,5370000,CDFI2260032017000002,2017.4.26,,1,영업/정상,13,영업중,,,,,,,,경상남도 거제시 장평동 368-4,경상남도 거제시 장평1로9길 21-4 (장평동),53265,호텔스테이온,2022.1.3 11:19,U,2022.1.5 2:40,,347135.7712,156069.6547,관광숙박업,,일반상업지역,12,,,,숙박시설,12,2,,,,,,,,,,,,4974.76,,,,,,,,,,,,,4975,가족호텔업
1858,관광숙박업,03_11_01_P,5370000,CDFI2260032017000003,2017.11.27,,1,영업/정상,13,영업중,,,,,,,,경상남도 거제시 옥포동 1266번지 비버리힐즈,"경상남도 거제시 국산로 24-17 (옥포동, 비버리힐즈)",53218,홈포레스트리조트,2019.6.13 9:50,U,2019.6.15 2:40,,353822.0133,157337.1983,관광숙박업,,,5,,,삼성,숙박시설,4,1,31,,,,,,,,,,,4176.54,,,,,,,,,,20170901,20180901,,4177,호스텔업
1859,관광숙박업,03_11_01_P,5370000,CDFI2260032017000004,2017.12.13,,1,영업/정상,13,영업중,,,,,,,,경상남도 거제시 능포동 674-2번지,경상남도 거제시 능포로 114 (능포동),53315,메종드거제,2019.6.14 11:01,U,2019.6.16 2:40,,358222.0579,154179.4209,관광숙박업,,일반상업지역,5,,,,,5,,,,,,,,,,,,,953.95,,,,,,,,,,,,,954,호스텔업
1860,관광숙박업,03_11_01_P,5310000,CDFI2260031987000001,1987.9.23,,1,영업/정상,13,영업중,,,,,055 -760 -1700,,660-980,경상남도 진주시 옥봉동 803-4번지,경상남도 진주시 논개길 103 (옥봉동),52759,주식회사 호텔동방,2020.2.20 10:36,U,2020.2.22 2:40,,299435.6706,188430.4952,관광숙박업,관광사업,일반상업지역,13,기타,,메리츠화재,호텔,10,3,84,12185,"CO.,LTD HOTEL DONGBANG",TOURIST ACCOMMODATIONS(TOURIST HOTEL),,,,,,,,12184.89,,,,,,,,,1500000000,,,,12185,관광호텔업
1861,관광숙박업,03_11_01_P,5310000,CDFI2260032016000001,2016.9.28,,1,영업/정상,13,영업중,,,,,055 -756 -9200,,,경상남도 진주시 정촌면 예하리 1301-10,경상남도 진주시 정촌면 화개천로 132-14,52845,진주KAI관광호텔,2021.5.7 17:33,U,2021.5.9 2:40,,300571.056,181540.4397,관광숙박업,,일반상업지역,9,기타,,,호텔,9,,43,2337,Jinju KAI Tourist Hotel,Tourist Accommodation(Tourist Hotel),,,,,,,,2336.71,,,,,,,,,,,,,2337,관광호텔업
1862,관광숙박업,03_11_01_P,3490000,CDFI2260032009000001,2009.7.6,,1,영업/정상,13,영업중,,,,,032)760-7822,,,인천광역시 중구 항동3가 5 하버파크호텔,"인천광역시 중구 제물량로 217, 하버파크호텔 (항동3가)",22313,하버파크호텔,2022.11.13 18:09,U,2022.11.15 2:40,,166265.8677,441163.5416,관광숙박업,,일반상업지역,17,기타,,,호텔,15,2,0,0,Harbor Park Hotel,Tourist Hotel,0,0,,0,0,,0,20067.29,,0,,,,,,,59100000000,,,,20067,
1863,관광숙박업,03_11_01_P,3480000,CDFI2260032017000002,2017.3.20,,1,영업/정상,13,영업중,,,,,053-263-0777,,,대구광역시 달성군 구지면 내리 841-6번지,대구광역시 달성군 구지면 달성2차동1로 141,43013,칸 호텔,2018.6.26 9:11,I,2018.8.31 23:59,,328508.3234,239017.5609,관광숙박업,,준공업지역,8,기타,,농협손해보험주식회사,숙박시설,7,1,44,,,,,,,,,,,3467.96,,,,,,,,,8450000000,,,,3468,관광호텔업
1864,관광숙박업,03_11_01_P,3150000,CDFI2260031997000001,1997.7.26,,1,영업/정상,13,영업중,,,,,02-3660-4000,,157-862,서울특별시 강서구 염창동 259-2,서울특별시 강서구 양천로 743 (염창동),,나이아가라관광호텔,2023.3.22 17:41,U,2023.3.24 2:40,,189200.1477,449654.951,관광숙박업,관광사업,준주거지역,16,주택가주변,,,호텔,12,4,98,0,BEST WESTERN NIAGARA HOTEL,TOURIST HOTEL,0,0,,0,0,,0,9686.35,,0,,,,,,,0,,,,9686,관광호텔업
1865,관광숙박업,03_11_01_P,3150000,CDFI2260032002000002,2002.7.6,,1,영업/정상,13,영업중,,,,,02-2660-9000,,157-290,서울특별시 강서구 외발산동 426,서울특별시 강서구 방화대로 94 (외발산동),,메이필드호텔,2023.6.21 13:28,U,2023.6.23 2:40,,183863.6925,449443.6107,관광숙박업,관광사업,녹지지역,7,기타,,,호텔,6,1,209,35429,MAYFIELD HOTEL,TOURIST HOTEL,,,,,,,,,,,,,,,,,,,,,,관광호텔업
1866,관광숙박업,03_11_01_P,3150000,CDFI2260032003000003,2003.2.27,,1,영업/정상,13,영업중,,,,,02-2604-9229,,157-928,서울특별시 강서구 화곡동 1110-3번지,서울특별시 강서구 화곡로 354-10 (화곡동),,칼튼 관광호텔,2020.4.1 17:28,U,2020.4.3 2:40,,186892.9474,450261.9914,관광숙박업,관광사업,일반상업지역,11,유흥업소밀집지역,,,호텔,8,3,64,,,,,,,,,,,6141.79,,,,,,,,,,,,,6142,관광호텔업
1867,관광숙박업,03_11_01_P,3150000,CDFI2260032003000004,2003.3.25,,1,영업/정상,13,영업중,,,,,02-2662-1566,,157-290,서울특별시 강서구 외발산동 282-2번지,서울특별시 강서구 남부순환로 188 (외발산동),,넘버25호텔 김포공항점,2020.4.1 17:30,U,2020.4.3 2:40,,183993.3931,449605.8657,관광숙박업,관광사업,,8,,,,,6,2,50,,,,,,,,,,,3196.41,,,,,,,,,,,,,3196,관광호텔업
1868,관광숙박업,03_11_01_P,3150000,CDFI2260032003000006,2003.9.3,,1,영업/정상,13,영업중,,,,,02-2662-6118,,157-290,서울특별시 강서구 외발산동 215,서울특별시 강서구 남부순환로 196 (외발산동),157-290,티제이 관광호텔,2021.8.6 8:58,U,2021.8.8 2:40,,184029.3201,449535.6072,관광숙박업,,,7,,,삼성화재,,6,1,36,,,,,,,,,,,2927.55,,,,,,,,,,,,,2928,관광호텔업
1869,관광숙박업,03_11_01_P,3100000,CDFI2260032001000001,2001.2.24,,1,영업/정상,13,영업중,,,,,02-935-7161,,139-942,서울특별시 노원구 상계동 711-9,서울특별시 노원구 노해로77길 22 (상계동),,노블레스관광호텔,2021.4.19 9:05,U,2021.4.21 2:40,,205157.9475,461423.0451,관광숙박업,관광사업,,15,,,,,11,4,93,,,,,,,,,,,10421,,,,,,,,,150000000,,,,10421,관광호텔업
1870,관광숙박업,03_11_01_P,3220000,CDFI2260032014000002,2014.10.3,,1,영업/정상,13,영업중,,,,,02-510-9752,,135-957,서울특별시 강남구 청담동 131번지 알로프트 서울 강남 호텔,"서울특별시 강남구 영동대로 736 (청담동, 알로프트 서울 강남 호텔)",6075,알로프트 서울 강남 호텔,2014.10.3 0:14,I,2018.8.31 23:59,,204850.303,446835.9314,관광숙박업,,일반상업지역,18,주택가주변,,,숙박시설,15,3,,,,,,,,,,,,10200.01,,,,,,,,,1000000000,,,,10200,관광호텔업
1871,관광숙박업,03_11_01_P,3220000,CDFI2260032014000003,2014.10.10,,1,영업/정상,13,영업중,,,,,02-508-6247,,135-915,서울특별시 강남구 역삼동 678-14 에이치 에비뉴 호텔 역삼,"서울특별시 강남구 테헤란로29길 12 (역삼동, 에이치 에비뉴 호텔 역삼)",6141,에이치 에비뉴 호텔 역삼(H AVENUE HOTEL YEOKSAM),2023.5.15 10:26,U,2023.5.17 2:40,,203355.626,444476.2902,관광숙박업,,상업지역,11,기타,,,숙박시설,10,1,49,1988,H Avenue Hotel Yeoksam,TOURIST HOTEL BUSINESS,0,0,,0,0,,0,1987.57,,0,,,,,,,2922257920,,,,1988,관광호텔업
1872,관광숙박업,03_11_01_P,3240000,CDFI2260032012000001,2012.9.7,,1,영업/정상,13,영업중,,,,,478-2575,,134-868,서울특별시 강동구 천호동 324-39 외3필지,서울특별시 강동구 천중로 27 (천호동),5244,바고관광호텔,2021.3.25 14:17,U,2021.3.27 2:40,,210981.5968,449282.0854,관광숙박업,,일반주거지역,7,,,,,7,2,42,2572,,,,,,,,,,2571.59,,,,,,,,,12300000000,,,,2572,관광호텔업
1873,관광숙박업,03_11_01_P,3240000,CDFI2260032014000001,2014.7.24,,1,영업/정상,13,영업중,,,,,485-8525,,134-880,서울특별시 강동구 길동 387-1번지,서울특별시 강동구 천중로40길 63 (길동),5353,하모니관광호텔,2020.2.14 10:16,U,2020.2.16 2:40,,212136.459,448450.7254,관광숙박업,,일반상업지역,,유흥업소밀집지역,,,,10,2,81,2984,,,,,,,,,,2983.87,,,,,,,,,,,,,2984,관광호텔업
1874,관광숙박업,03_11_01_P,3240000,CDFI2260032017000001,2017.12.26,,1,영업/정상,13,영업중,,,,,474-7775,,,서울특별시 강동구 천호동 452-30번지,서울특별시 강동구 천호대로159길 22-36 (천호동),5335,호텔 감(HOTEL GAM),2020.2.14 10:18,U,2020.2.16 2:40,,211302.3145,448470.0345,관광숙박업,,,,,,,,14,2,37,1582,,,,,,,,,,1582.4,,,,,,,,,,,,,1582,관광호텔업
1875,관광숙박업,03_11_01_P,3220000,CDFI2260032015000001,2015.2.3,,1,영업/정상,13,영업중,,,,,02-2058-1000,,135-964,서울특별시 강남구 개포동 1229-14,서울특별시 강남구 논현로 66 (개포동),6307,호텔 데님(Hotel Denim),2023.3.27 9:56,U,2023.3.29 2:40,,204053.5963,441557.1797,관광숙박업,,준주거지역,12,주택가주변,,,호텔,8,4,88,7500,Hotel Denim,TOURIST HOTEL BUSINESS,0,0,,0,0,,0,7500.02,,0,,,,,,,12999999500,,,,7500,관광호텔업
1876,관광숙박업,03_11_01_P,3220000,CDFI2260032015000003,2015.6.8,,1,영업/정상,13,영업중,,,,,02-553-6655,,135-915,서울특별시 강남구 역삼동 677-9,서울특별시 강남구 테헤란로37길 13-10 (역삼동),6142,리치웰 호텔(Richwell Hotel),2023.5.15 10:07,U,2023.5.17 2:40,,203451.5508,444529.4203,관광숙박업,,상업지역,17,유흥업소밀집지역,,,숙박시설,14,3,57,3228,Richwell Hotel,TOURIST HOTEL BUSINESS,0,0,,0,0,,0,3227.77,,0,,,,,,,200000000,,,,3228,관광호텔업
1877,관광숙박업,03_11_01_P,3220000,CDFI2260032015000005,2015.8.31,,1,영업/정상,13,영업중,,,,,02-564-8342,,,서울특별시 강남구 역삼동 677-8,"서울특별시 강남구 테헤란로37길 13-8 (역삼동, 디엔에스리치빌)",6142,인더시티호스텔,2023.4.13 10:32,U,2023.4.15 2:40,,203467.6676,444535.8541,관광숙박업,,일반상업지역,9,기타,,,근린생활시설,6,3,30,201,INN THE CITY HOSTEL,HOSTEL BUSINESS,0,0,,0,0,,0,1628.8,,0,,,,,,,0,,,,1629,호스텔업
1878,관광숙박업,03_11_01_P,3220000,CDFI2260032015000006,2015.9.15,,1,영업/정상,13,영업중,,,,,02-555-4204,,,서울특별시 강남구 역삼동 819-9,"서울특별시 강남구 강남대로92길 13 (역삼동, Jerry s planet Building)",6134,더제리스플래닛 호텔,2023.5.18 13:37,U,2023.5.21 2:40,,202451.743,444092.8755,관광숙박업,,일반상업지역,14,기타,,,호텔,10,4,42,4648,The Jerry's Planet  Hotel,TOURIST HOTEL BUSINESS,0,0,,0,0,,0,3505.8,,0,,,,,,,0,,,,3506,관광호텔업
1879,관광숙박업,03_11_01_P,3220000,CDFI2260032015000008,2015.10.30,,1,영업/정상,13,영업중,,,,,02-2038-9500,,,서울특별시 강남구 논현동 206-1,"서울특별시 강남구 봉은사로 155 (논현동, 호텔 카푸치노)",6122,호텔 카푸치노,2023.4.10 17:48,U,2023.4.12 2:40,,202713.8101,444963.004,관광숙박업,,일반주거지역,20,기타,,,숙박시설,17,3,141,5993,HOTEL CAPPUCCINO,TOURIST HOTEL BUSINESS,0,0,,0,0,,0,5992.92,,0,,,,,,,15000000500,,,,5993,관광호텔업
1880,관광숙박업,03_11_01_P,3220000,CDFI2260032015000009,2015.11.20,,1,영업/정상,13,영업중,,,,,25581202,,,서울특별시 강남구 역삼동 642-2,서울특별시 강남구 테헤란로25길 6-13 (역삼동),6132,베니키아 강남 노블레스 호텔,2020.12.28 10:30,U,2020.12.30 2:40,,203095.1871,444354.4304,관광숙박업,,일반상업지역,11,기타,,,호텔,10,1,,,,,,,,,,,,1999.18,,,,,,,,,310000000,,,,1999,관광호텔업
1881,관광숙박업,03_11_01_P,3220000,CDFI2260032015000010,2015.12.17,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 대치동 891-34번지 서원빌딩 3층~5층호,"서울특별시 강남구 선릉로90길 62, 서원빌딩 3층~5층층 (대치동)",6194,스텔라 호스텔,2019.9.25 14:00,U,2019.9.27 2:40,,204719.1593,444786.1509,관광숙박업,,일반상업지역,,기타,,,숙박시설,4,,,,,,,,,,,,,,,,,,,,,,,,,,,호스텔업
1882,관광숙박업,03_11_01_P,3220000,CDFI2260032016000001,2016.1.12,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 논현동 198-20,서울특별시 강남구 강남대로112길 11 (논현동),6120,K-그랜드 호스텔 강남 1,2021.3.24 16:25,U,2021.3.26 2:40,,202161.2354,444814.4401,관광숙박업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,호스텔업
1883,관광숙박업,03_11_01_P,3220000,CDFI2260032016000002,2016.2.12,,1,영업/정상,13,영업중,,,,,269369700,,,서울특별시 강남구 삼성동 158-13번지,"서울특별시 강남구 테헤란로87길 9 (삼성동, 호텔페이토)",6169,호텔 페이토 삼성,2018.6.26 16:32,I,2018.8.31 23:59,,205121.655,445138.69,관광숙박업,,일반상업지역,24,기타,,,숙박시설,19,5,,,,,,,,,,,,,,,,,,,,,17702400000,,,,,관광호텔업
1884,관광숙박업,03_11_01_P,3170000,CDFI2260032004000001,2004.11.2,,1,영업/정상,13,영업중,,,,,868-6372,,153-806,서울특별시 금천구 독산동 152-10,서울특별시 금천구 가산로 50 (독산동),8535,이사벨관광호텔,2021.4.13 14:52,U,2021.4.15 2:40,,190862.9687,441065.6659,관광숙박업,관광사업,준공업지역,11,기타,,,호텔,8,3,57,425,,,,,,,,,,4563.85,,,,,,,,,,,,,4564,관광호텔업
1885,관광숙박업,03_11_01_P,3170000,CDFI2260032006000001,2006.12.20,,1,영업/정상,13,영업중,,,,,02-839-1220,,153-801,서울특별시 금천구 가산동 141-1,서울특별시 금천구 남부순환로 1262 (가산동),,마인드 관광호텔,2022.10.13 15:42,U,2022.10.15 2:40,,190291.362,441856.7617,관광숙박업,관광사업,일반상업지역,14,기타,,,호텔,13,1,65,350,,,0,0,,0,0,,0,4335.26,,0,,,,,,,10170000400,,,,4335,관광호텔업
1886,관광숙박업,03_11_01_P,3170000,CDFI2260032017000001,2017.5.29,,1,영업/정상,13,영업중,,,,,02-6021-8100,,,서울특별시 금천구 가산동 547-63,"서울특별시 금천구 서부샛길 584 (가산동, 골드리버관광호텔)",8505,골드리버관광호텔,2021.9.2 10:14,U,2021.9.4 2:40,,189045.7681,441806.2121,관광숙박업,,준공업지역,16,,,,호텔,13,3,109,582,,,0,0,,0,0,,0,7399.59,,0,,,,,,,0,,,,7400,관광호텔업
