번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),법인구분명,구분명
1260,무료직업소개소,11_50_01_P,3150000,2.01332E+18,2013.1.14,,1,영업/정상,20,영업중,,,,,220622079,,157-925,서울특별시 강서구 화곡동 1081번지 39호 3층,"서울특별시 강서구 강서로31길 52, 3층 (화곡동)",157-925,한마음선교회,2013.1.15 9:31,I,2018.8.31 23:59,,185680.7862,448576.1946,법인,무료
1261,무료직업소개소,11_50_01_P,3150000,2.01432E+18,2014.1.17,,1,영업/정상,20,영업중,,,,,,,,,"서울특별시 강서구 화곡로61길 130, 3층 (등촌동)",157-930,사단법인 공감과 소통,2022.9.5 17:07,U,2022.9.7 2:40,,186260.5635,450721.6155,법인,무료
1262,무료직업소개소,11_50_01_P,3150000,2.01732E+18,2012.7.10,,1,영업/정상,20,영업중,,,,,,,,서울특별시 강서구 화곡동 1111-2 귀뚜라미홈시스텔,"서울특별시 강서구 화곡로 346, 귀뚜라미홈시스텔 2층 (화곡동)",7653,장애여성인력개발센터,2023.1.13 9:07,U,2023.1.15 2:40,,186850.824,450258.9583,법인,무료
1263,무료직업소개소,11_50_01_P,3150000,2.01732E+18,2017.8.9,,1,영업/정상,20,영업중,,,,,,,,,"서울특별시 강서구 양천로 564, 208호 (등촌동, 등촌동두산위브센티움)",7551,사단법인 한국고용진흥협회,2022.3.4 9:34,U,2022.3.6 2:40,,187682.6904,450578.8928,법인,무료
1264,무료직업소개소,11_50_01_P,3080000,2.00731E+18,2007.3.27,,1,영업/정상,20,영업중,,,,,02  980 2381,,,서울특별시 강북구 수유동 63번지,"서울특별시 강북구 도봉로 261 (수유동, 삼호가든아파트)",1114,강북여성인력개발센터,2020.6.26 16:39,U,2020.6.28 2:40,,202000.5137,458815.9777,법인,무료
1265,무료직업소개소,11_50_01_P,3130000,2.01131E+18,2011.6.15,,1,영업/정상,20,영업중,,,,,02  60211029,,,서울특별시 마포구 공덕동 254-8 동방빌딩,"서울특별시 마포구 마포대로 130, 별정우체국연금관리공단빌딩  6층 (공덕동)",4212,(재)노사발전재단,2023.4.20 14:44,U,2023.4.23 2:40,,195775.0185,449299.5214,법인,무료
1266,무료직업소개소,11_50_01_P,3130000,2.01331E+18,2007.3.15,,1,영업/정상,20,영업중,,,,,02  31424133,,,서울특별시 마포구 마포동 350번지 강변한신코아빌딩 1711호,"서울특별시 마포구 마포대로4다길 18, 강변한신코아빌딩 1711호 (마포동)",4177,(사)여성자원금고(경제교육센터),2017.12.20 17:44,I,2018.8.31 23:59,,194974.5877,448229.0638,법인,무료
1267,무료직업소개소,11_50_01_P,3130000,2.01331E+18,2013.1.30,,1,영업/정상,20,영업중,,,,,226924549,,,서울특별시 마포구 마포동 350번지 강변한신코아빌딩,"서울특별시 마포구 마포대로4다길 18, 강변한신코아빌딩 1711호 (마포동)",4177,여성자원금고(강서여성인력개발센터),2020.5.13 14:32,U,2020.5.15 2:40,,194974.5877,448229.0638,법인,무료
1268,무료직업소개소,11_50_01_P,3130000,2.00831E+18,2008.1.22,,1,영업/정상,20,영업중,,,,,02  761 1800,,,서울특별시 마포구 신수동 101번지 25호,"서울특별시 마포구 창전로2길 27, 4층 (신수동)",4098,(사)여성이 만드는 일과 미래,2020.2.13 13:32,U,2020.2.15 2:40,,194074.8962,449646.3565,법인,무료
1269,무료직업소개소,11_50_01_P,3130000,2.00831E+18,2008.1.25,,1,영업/정상,20,영업중,,,,,02  303 5282,,121-835,서울특별시 마포구 상암동 1640번지,서울특별시 마포구 매봉산로 18 (상암동),121-904,마포구고용복지지원센터(리쿠르트정보실),2020.5.14 13:40,U,2020.5.16 2:40,,190204.9236,452434.679,법인,무료
1270,무료직업소개소,11_50_01_P,3130000,2.00931E+18,2009.1.15,,1,영업/정상,20,영업중,,,,,02  717 1221,,121-090,서울특별시 마포구 염리동 159번지 3호 3층,"서울특별시 마포구 백범로 136, 3층 (염리동)",121-873,(사) 한국소기업소상공인연합회 무료직업소개소,2013.5.6 13:57,I,2018.8.31 23:59,,195159.6127,449287.2524,법인,무료
1271,무료직업소개소,11_50_01_P,3130000,2.01431E+18,2014.6.9,,1,영업/정상,20,영업중,,,,,02  336 4499,,,서울특별시 마포구 합정동 459번지 5호,"서울특별시 마포구 동교로8길 58, 2층층 (합정동, 합정동주민센터)",4019,마포시니어클럽 무료직업소개사업소,2022.8.17 13:28,U,2022.8.19 2:40,,191603.1322,449686.2446,법인,무료
1272,무료직업소개소,11_50_01_P,3080000,2.00931E+18,2009.11.18,,1,영업/정상,20,영업중,,,,,02  996 9963,,,서울특별시 관악구 청룡동 894번지 9호 동화빌딩2층,"서울특별시 관악구 남부순환로 1772 (봉천동,동화빌딩2층)",,강북노인종합복지관,2023.6.1 9:20,U,2023.6.3 2:40,,195228.4995,442155.8757,법인,무료
1273,무료직업소개소,11_50_01_P,3080000,2.01531E+18,2015.7.3,,1,영업/정상,20,영업중,,,,,02  988 1432,,,,"서울특별시 강북구 삼양로 280-1, 3층 (미아동, 강북노인회관)",142-100,대한노인회 강북구지회 취업지원센터,2016.4.21 16:10,I,2018.8.31 23:59,,201542.5372,458461.786,법인,무료
1274,무료직업소개소,11_50_01_P,3130000,2.01531E+18,2015.3.23,,1,영업/정상,20,영업중,,,,,02  63531898,,,서울특별시 마포구 아현동 424번지 14호 영지빌딩,"서울특별시 마포구 마포대로16길 7, 영지빌딩 401호 (아현동)",4205,한국요양보호사중앙회,2022.6.23 14:14,U,2022.6.25 2:40,,196089.3068,449857.4233,법인,무료
1275,무료직업소개소,11_50_01_P,3130000,2.01531E+18,2015.3.23,,1,영업/정상,20,영업중,,,,,,,,서울특별시 마포구 아현동 424번지 14호 영지빌딩,"서울특별시 마포구 마포대로16길 7, 영지빌딩 4층 (아현동)",4205,(사)한국사회서비스인력 직업훈련협회,2018.6.7 11:13,I,2018.8.31 23:59,,196089.3068,449857.4233,법인,무료
1276,무료직업소개소,11_50_01_P,3130000,2.01531E+18,2015.5.14,,1,영업/정상,20,영업중,,,,,27786430,,,,"서울특별시 마포구 월드컵북로 25, 402호 (서교동, 강원도민회관)",121-841,(사)강원도도민회,2020.5.14 13:39,U,2020.5.16 2:40,,192787.9692,450488.7163,법인,무료
1277,무료직업소개소,11_50_01_P,3130000,2.01531E+18,2012.12.6,,1,영업/정상,20,영업중,,,,,226690700,,,서울특별시 마포구 상암동 1602번지 907호,"서울특별시 마포구 월드컵북로 400, 907호 (상암동, 문화콘텐츠센터)",3925,한국출판문화산업진흥원,2020.5.14 13:41,U,2020.5.16 2:40,,190182.0673,453141.6766,법인,무료
1278,무료직업소개소,11_50_01_P,3150000,2.00332E+18,2003.4.17,,1,영업/정상,20,영업중,,,,,236640322,,,서울특별시 강서구 등촌3동 661번지 4호,서울특별시 강서구 화곡로61길 85 (등촌동),,서울시립강서노인종합복지관,2023.6.6 18:51,U,2023.6.8 2:40,,186456.1967,450664.5258,법인,무료
1279,무료직업소개소,11_50_01_P,3130000,2.00931E+18,2009.6.24,,1,영업/정상,20,영업중,,,,,23223081,,465-030,경기도 하남시 신장동 521번지 5호 하남시 종합사회복지관 내,"경기도 하남시 덕풍천서로 9 (신장동,하남시 종합사회복지관 내)",,홀트아동복지회 분소 하남실버인력뱅크,2013.5.6 13:52,I,2018.8.31 23:59,,219001.8236,448849.206,법인,무료
1280,무료직업소개소,11_50_01_P,3130000,2.01031E+18,2008.4.18,,1,영업/정상,20,영업중,,,,,234811291,,,서울특별시 마포구 성산1동 114번지 9호,서울특별시 마포구 월드컵북로12길 19 (성산동),121-844,한국장애인복지관협회 중증장애인직업재활지원사업,2021.5.25 17:57,U,2021.5.27 2:40,,192459.6229,451074.8959,법인,무료
1281,무료직업소개소,11_50_01_P,3130000,2.01031E+18,2010.1.14,,1,영업/정상,20,영업중,,,,,02  63780100,,121-736,서울특별시 마포구 마포동 한신빌딩 1703호,"서울특별시 마포구 마포대로 12, 1703호 (마포동, 한신빌딩)",121-736,(사) 한국평생교육협회,2020.5.13 14:28,U,2020.5.15 2:40,,195019.3998,448407.7527,법인,무료
1282,무료직업소개소,11_50_01_P,3160000,2.01632E+18,2016.11.24,,1,영업/정상,20,영업중,,,,,02  63006556,,,,"서울특별시 디지털로32길 29, 201호 (구로동, 키콕스벤처센터)",8379,(사)한국산업단지경영자연합회서울,2021.1.4 16:44,U,2021.1.6 2:40,,190847.6139,442507.7489,법인,무료
1283,무료직업소개소,11_50_01_P,3160000,2.01732E+18,2017.1.26,,1,영업/정상,20,영업중,,,,,,,,,"서울특별시 구로구 디지털로31길 38-21, 1201호 (구로동, 이앤씨벤처드림타워3차)",8376,(사)한국퇴직연금개발원,2017.1.26 13:56,I,2018.8.31 23:59,,190541.4991,442708.1409,법인,무료
1284,무료직업소개소,11_50_01_P,3160000,2.01732E+18,2017.12.28,,1,영업/정상,20,영업중,,,,,7076959920,,,,"서울특별시 구로구 디지털로33길 55, 이앤씨벤처드림타워2차 (구로동)",8376,(주) 지식솔루션그룹,2018.3.23 11:42,I,2018.8.31 23:59,,190479.9022,442751.4195,법인,무료
1285,무료직업소개소,11_50_01_P,3130000,2.01631E+18,2016.4.4,,1,영업/정상,20,영업중,,,,,02  22224272,,,,"서울특별시 마포구 월드컵북로 400, 13층 (상암동, 서울산업진흥원)",3925,(재)서울산업진흥원 SBA인재추천센터,2020.2.24 11:05,U,2020.2.26 2:40,,190182.0673,453141.6766,법인,무료
1286,무료직업소개소,11_50_01_P,3160000,2.01232E+18,2012.5.8,,1,영업/정상,20,영업중,,,,,02  890 0613,,,서울특별시 구로구 구로3동 222번지 12호 마리오타워 8층,"서울특별시 구로구 디지털로30길 28, 8층 (구로동)",152-741,(사)벤처기업협회,2023.7.21 10:49,U,2023.7.23 2:40,,190671.4367,442219.1375,법인,무료
1287,무료직업소개소,11_50_01_P,3160000,2.01232E+18,2012.11.15,,1,영업/정상,20,영업중,,,,,02  830 1287,,152-050,서울특별시 구로구 구로동 산 1번지 4호,서울특별시 구로구 새말로 58 (구로동),152-050,사랑의복지회,2014.5.26 15:36,I,2018.8.31 23:59,,189926.3701,444620.2238,법인,무료
1288,무료직업소개소,11_50_01_P,3160000,2.01332E+18,2013.1.9,,1,영업/정상,20,영업중,,,,,02  863 6660,,152-800,서울특별시 구로구 가리봉동 122번지 4호,서울특별시 구로구 구로동로 14-5 (가리봉동),152-800,(사)지구촌사랑나눔,2014.5.26 15:35,I,2018.8.31 23:59,,189957.9023,442341.4046,법인,무료
1289,무료직업소개소,11_50_01_P,3160000,2.01332E+18,2013.2.15,,1,영업/정상,20,영업중,,,,,02  63005643,,,서울특별시 구로구 구로동 188번지 5호 키콕스벤처센터 201호,"서울특별시 구로구 디지털로32길 29, 201호 (구로동)",152-759,(사)한국산업단지경영자협의회연합회,2021.4.14 17:55,U,2021.4.16 2:40,,190847.6139,442507.7489,법인,무료
1290,무료직업소개소,11_50_01_P,3160000,2.00232E+18,2002.7.29,,1,영업/정상,20,영업중,,,,,02  868 0435,,152-880,"서울특별시 구로구 구로3동 1129번지 6호 ,7호","서울특별시 구로구 디지털로32가길 50 (구로동,,7호)",,서울기능장애인협회구로구지부,2013.12.24 8:59,I,2018.8.31 23:59,,190886.6594,442136.3398,법인,무료
1291,무료직업소개소,11_50_01_P,3160000,2.00732E+18,2007.3.28,,1,영업/정상,20,영업중,,,,,,,,서울특별시 양천구 신정동 호 목동신시가지 1109 605,,,구로여성인력개발센터,2021.1.15 13:01,U,2021.1.17 2:40,,,,법인,무료
1292,무료직업소개소,11_50_01_P,3160000,2.00732E+18,2007.6.7,,1,영업/정상,20,영업중,,,,,02  865 1077,,152-841,서울특별시 구로구 구로4동 98번지 5호 4층,"서울특별시 구로구 가마산로 272, 4층 (구로동)",152-841,구로농인직업재활센터,2015.11.18 17:06,I,2018.8.31 23:59,,190257.9086,443738.8256,법인,무료
1293,무료직업소개소,11_50_01_P,3160000,2.00832E+18,2003.8.26,,1,영업/정상,20,영업중,,,,,02  846 4033,,,서울특별시 구로구 궁동 189번지 40호,"서울특별시 구로구 부일로17길 17-16, 1층 (궁동)",8255,장애인직업상담센터,2016.1.6 17:13,I,2018.8.31 23:59,,185229.4188,443591.542,법인,무료
1294,무료직업소개소,11_50_01_P,3160000,2.01332E+18,2013.2.25,,1,영업/정상,20,영업중,,,,,02  837 0761,,152-858,서울특별시 구로구 구로2동 476번지 134호,서울특별시 구로구 벚꽃로 476-134 (구로동),152-858,화원종합사회복지관,2014.7.31 9:58,I,2018.8.31 23:59,,189331.7833,443910.5617,법인,무료
1295,무료직업소개소,11_50_01_P,3160000,2.01332E+18,2013.10.1,,1,영업/정상,20,영업중,,,,,02  21081461,,,서울특별시 구로구 구로동 170번지 5호,"서울특별시 구로구 디지털로33길 28, 1104호 (구로동, 우림이비지센터1차)",8377,(사)한국이러닝협회,2023.5.15 16:07,U,2023.5.17 2:40,,190666.8644,442750.0167,법인,무료
1296,무료직업소개소,11_50_01_P,3190000,2.00832E+18,2008.4.14,,1,영업/정상,20,영업중,,,,,8401500,,,서울특별시 동작구 신대방동 722 서울시립발달장애인복지관,"서울특별시 동작구 여의대방로20나길 39, 서울시립발달장애인복지관 (신대방동)",7062,보라매직업재활센터,2022.3.24 16:21,U,2022.3.26 2:40,,192773.5825,443386.7947,법인,무료
1297,무료직업소개소,11_50_01_P,3190000,2.00832E+18,2008.4.17,,1,영업/정상,20,영업중,,,,,02  829 7100,,,서울특별시 동작구 신대방동 722 서울시립남부장애인종합복지관,"서울특별시 동작구 여의대방로20나길 40, 서울시립남부장애인종합복지관 (신대방동)",7062,시립남부장애인종합복지관무료직업소개소,2022.7.11 13:58,U,2022.7.13 2:40,,192773.5825,443386.7947,법인,무료
1298,무료직업소개소,11_50_01_P,3190000,2.00932E+18,2009.1.21,,1,영업/정상,20,영업중,,,,,205251121,,156-090,서울특별시 동작구 사당동 1030번지 20호,서울특별시 동작구 사당로 299 (사당동),156-816,동작여성인력개발센터,2011.12.2 9:17,I,2018.8.31 23:59,,198279.2662,442017.9251,법인,무료
1299,무료직업소개소,11_50_01_P,3190000,2.01432E+18,2014.12.10,,1,영업/정상,20,영업중,,,,,02  823 5264,,,,서울특별시 동작구 여의대방로24가길 2 (대방동),156-811,(사)대한노인회 동작구지회 취업지원센터,2021.6.23 18:32,U,2021.6.25 2:40,,192960.8633,444006.4939,법인,무료
1300,무료직업소개소,11_50_01_P,3190000,2.01632E+18,2016.3.9,,1,영업/정상,20,영업중,,,,,234825060,,,,"서울특별시 동작구 노량진로 140, 2층 (노량진동, 메가스터디타워)",6922,동작50+센터,2022.4.15 10:33,U,2022.4.17 2:40,,194772.9754,445623.0802,법인,무료
1301,무료직업소개소,11_50_01_P,3190000,2.01832E+18,2018.1.26,,1,영업/정상,20,영업중,,,,,28141108,,,,"서울특별시 동작구 노량진로 186, 한샘학원 (노량진동)",6913,재단법인 고려직업전문학교,2022.12.6 8:38,U,2023.5.26 8:48,,195159.8433,445611.4862,법인,무료
1302,무료직업소개소,11_50_01_P,3190000,2.00632E+18,2006.11.13,,1,영업/정상,20,영업중,,,,,208230064,,,서울특별시 동작구 대방동 335번지 10호 동작노인종합복지관내,서울특별시 동작구 상도로11길 7 (대방동),156-808,동작노인종합복지관,2023.7.19 9:28,U,2023.7.21 2:40,,193659.5225,444249.5824,법인,무료
1303,무료직업소개소,11_50_01_P,3190000,1.99932E+18,2009.1.8,,1,영업/정상,20,영업중,,,,,208265013,,156-030,서울특별시 동작구 상도동 248번지 14호,서울특별시 동작구 성대로1길 4 (상도동),156-836,(사)한국외식업중앙회동작구지부,2015.1.23 14:16,I,2018.8.31 23:59,,193983.2455,444228.3733,법인,무료
1304,무료직업소개소,11_50_01_P,3100000,2.00731E+18,2007.3.20,,1,영업/정상,20,영업중,,,,,972 5506,,139-863,서울특별시 노원구 중계동 501번지 1호,서울특별시 노원구 동일로207길 50 (중계동),139-863,서울시북부여성발전센터,2015.6.30 17:48,I,2018.8.31 23:59,,205366.0843,460131.3509,법인,무료
1305,무료직업소개소,11_50_01_P,3100000,2.00831E+18,2008.4.14,,1,영업/정상,20,영업중,,,,,220921774,,,서울특별시 노원구 상계동 771번지 서울시립북부장애인종합복지관,서울특별시 노원구 덕릉로70가길 92 (상계동),139-831,서울시립북부장애인종합복지관직업재활센터,2023.6.16 9:17,U,2023.6.18 2:40,,204940.0894,459998.3149,법인,무료
1306,무료직업소개소,11_50_01_P,3100000,2.01031E+18,2010.5.27,,1,영업/정상,20,영업중,,,,,9317970,,,서울특별시 노원구 상계동 321번지 9호,서울특별시 노원구 노원로32길 30-3 (상계동),139-816,성민복지관 무료직업소개소,2023.4.26 12:41,U,2023.4.28 2:40,,206038.6576,461496.293,법인,무료
1307,무료직업소개소,11_50_01_P,3100000,2.01131E+18,2011.1.13,,1,영업/정상,20,영업중,,,,,02  975 2465,,,서울특별시 노원구 공릉동 708번지,"서울특별시 노원구 동일로 1127 (공릉동, 공릉1단지아파트)",1851,공릉종합사회복지관,2018.6.4 17:25,I,2018.8.31 23:59,,206059.2742,458660.0296,법인,무료
1308,무료직업소개소,11_50_01_P,3100000,2.01431E+18,2014.2.17,,1,영업/정상,20,영업중,,,,,7086661084,,,,"서울특별시 노원구 동일로 1379, 6층 601,602호 (상계동, 다모아빌딩)",139-716,노원사회적경제협의회,2016.3.18 10:46,I,2018.8.31 23:59,,205302.9002,461048.7638,법인,무료
1309,무료직업소개소,11_50_01_P,3100000,2.01431E+18,2014.6.16,,1,영업/정상,20,영업중,,,,,,,,,서울특별시 노원구 동일로245길 56 (상계동),139-838,북부종합사회복지관,2022.2.17 16:21,U,2022.2.19 2:40,,204553.256,464133.9756,법인,무료
1310,무료직업소개소,11_50_01_P,3100000,2.01431E+18,2014.12.26,,1,영업/정상,20,영업중,,,,,02 9495514,,,,"서울특별시 노원구 동일로 1229 (중계동, 구민회관 201호)",139-863,대한노인회 노원구지회 취업지원센터,2022.5.18 11:10,U,2022.5.20 2:40,,205735.9585,459705.4355,법인,무료
1311,무료직업소개소,11_50_01_P,3240000,2.01532E+18,2015.1.29,,1,영업/정상,20,영업중,,,,,02  482 0808,,134-874,서울특별시 강동구 천호동 432번지 11호 동서울아카데미 9층,"서울특별시 강동구 천호대로151길 36, 9층 (천호동, 동서울아카데미)",134-874,(사)서울고용포럼취업센터,2021.6.14 17:43,U,2021.6.16 2:40,,210852.3388,448718.2847,법인,무료
