번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총직원수,본사직원수,공장사무직직원수,공장판매직직원수,공장생산직직원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지
921,식용얼음판매업,07_22_21_P,3380000,3380000-111-1989-00503,1989.4.7,,3,폐업,2,폐업,2000.6.15,,,,051 7570883,,613-831,부산광역시 수영구 수영동 460-5,,,수안얼음,2002.8.28 0:00,I,2018.8.31 23:59,식용얼음판매업,392282.4598,187861.2086,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
922,식용얼음판매업,07_22_21_P,3380000,3380000-111-1996-00480,1996.7.8,,3,폐업,2,폐업,1997.12.24,,,,051 7583999,,613-828,부산광역시 수영구 민락동 178-16,,,맹구얼음,2002.8.28 0:00,I,2018.8.31 23:59,식용얼음판매업,393167.6044,186036.3663,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
923,식용얼음판매업,07_22_21_P,3380000,3380000-111-1996-00034,1996.7.25,,3,폐업,2,폐업,2005.10.6,,,,051 7533580,19.5,613-828,부산광역시 수영구 민락동 35-8,,,바다얼음,2004.8.26 0:00,I,2018.8.31 23:59,식용얼음판매업,393508.7514,186240.4949,식용얼음판매업,0,0,기타,기타,,,0,0,0,0,,,,N,0,,,
924,식용얼음판매업,07_22_21_P,3380000,3380000-111-2002-00001,2002.5.16,,3,폐업,2,폐업,2004.2.24,,,,051 7512846,18,613-800,부산광역시 수영구 광안동 77-16,,,늘봄상사,2002.5.16 0:00,I,2018.8.31 23:59,식용얼음판매업,392931.6016,187128.1208,식용얼음판매업,,,,,,,0,0,0,0,임대,,,N,0,,,
925,식용얼음판매업,07_22_21_P,3380000,3380000-111-2003-00001,2003.2.17,,3,폐업,2,폐업,2009.12.3,,,,5107546500,28.49,613-828,부산광역시 수영구 민락동 174-14,,,한일유통,2004.11.22 0:00,I,2018.8.31 23:59,식용얼음판매업,393213.8412,186185.377,식용얼음판매업,,,,,상수도전용,,0,0,0,0,임대,,,N,0,,,
926,식용얼음판매업,07_22_21_P,3380000,3380000-111-2009-00001,2009.5.19,,3,폐업,2,폐업,2023.7.24,,,,051 622 4745,9.91,613-819,부산광역시 수영구 남천동 556,부산광역시 수영구 광안해변로15번길 77 (남천동),48313,남천얼음,2023.7.24 14:44,U,2023.7.26 2:40,식용얼음판매업,392148.3415,184267.2861,식용얼음판매업,0,0,,,,0,0,0,0,0,,0,0,N,0,,,
927,식용얼음판매업,07_22_21_P,3380000,3380000-111-2010-00001,2010.4.20,,3,폐업,2,폐업,2023.6.15,,,,051 754 6500,18,613-828,부산광역시 수영구 민락동 174-14,부산광역시 수영구 광안해변로255번길 29 (민락동),48285,한일얼음,2023.6.15 15:20,U,2023.6.17 2:40,식용얼음판매업,393213.8412,186185.377,식용얼음판매업,0,0,,,,0,0,0,0,0,,0,0,N,0,,,
928,식용얼음판매업,07_22_21_P,3290000,3290000-111-1984-00029,1984.6.15,,3,폐업,2,폐업,2010.1.11,,,,,12.16,614-854,부산광역시 부산진구 양정동 140-49,,,양산상회,2010.3.31 9:33,I,2018.8.31 23:59,식용얼음판매업,388982.9135,188295.1936,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
929,식용얼음판매업,07_22_21_P,3290000,3290000-111-1984-00030,1984.6.25,,3,폐업,2,폐업,2005.8.10,,,,051 8055791,,614-865,부산광역시 부산진구 전포동 653-13,,,서면얼음,2002.8.16 0:00,I,2018.8.31 23:59,식용얼음판매업,388053.0572,186390.4385,식용얼음판매업,0,0,기타,기타,,,,,,,,,,N,0,,,
930,식용얼음판매업,07_22_21_P,3290000,3290000-111-1984-00031,1984.8.2,,3,폐업,2,폐업,2000.4.27,,,,,7,614-834,부산광역시 부산진구 범천동 1302-369,,,밀양얼음,2002.8.16 0:00,I,2018.8.31 23:59,식용얼음판매업,387166.8074,184471.8032,식용얼음판매업,0,0,기타,기타,,,,,,,,,,N,0,,,
931,식용얼음판매업,07_22_21_P,3290000,3290000-111-1985-00033,1985.5.28,,3,폐업,2,폐업,1999.1.20,,,,,9.24,614-814,부산광역시 부산진구 개금동 496-18,,,신금얼음,2002.8.16 0:00,I,2018.8.31 23:59,식용얼음판매업,383794.8917,185511.1876,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
932,식용얼음판매업,07_22_21_P,3290000,3290000-111-1985-00032,1985.5.28,,3,폐업,2,폐업,2001.1.11,,,,,8.28,614-836,부산광역시 부산진구 부암동 676-20,,,흥림상회,2002.8.16 0:00,I,2018.8.31 23:59,식용얼음판매업,386963.9871,186562.7432,식용얼음판매업,0,0,기타,기타,,,,,,,,,,N,0,,,
933,식용얼음판매업,07_22_21_P,3290000,3290000-111-1985-00034,1985.6.13,,3,폐업,2,폐업,1999.10.25,,,,,7.5,614-831,부산광역시 부산진구 범천동 1234-34,,,김천얼음,2002.8.16 0:00,I,2018.8.31 23:59,식용얼음판매업,386973.7332,185185.8289,식용얼음판매업,0,0,기타,기타,,,,,,,,,,N,0,,,
934,식용얼음판매업,07_22_21_P,3290000,3290000-111-1986-00035,1986.4.1,,3,폐업,2,폐업,1997.1.3,,,,,19,614-844,부산광역시 부산진구 부전동 264-24,,,대진상회,2002.8.16 0:00,I,2018.8.31 23:59,식용얼음판매업,387499.1261,186451.8636,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
935,식용얼음판매업,07_22_21_P,3290000,3290000-111-1987-00041,1987.4.20,,3,폐업,2,폐업,1997.5.2,,,,,4,614-811,부산광역시 부산진구 개금동 207-6 ]호,,,개금센타,2002.8.16 0:00,I,2018.8.31 23:59,식용얼음판매업,384346.9318,185852.4132,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
936,식용얼음판매업,07_22_21_P,3290000,3290000-111-1987-00042,1987.5.7,,3,폐업,2,폐업,2001.8.9,,,,,0,614-814,부산광역시 부산진구 개금동 615-16,,,맘모스,2002.8.16 0:00,I,2018.8.31 23:59,식용얼음판매업,383814.5054,185126.2587,식용얼음판매업,0,0,기타,기타,,,,,,,,,,N,0,,,
937,식용얼음판매업,07_22_21_P,3290000,3290000-111-1987-00043,1987.6.5,,3,폐업,2,폐업,1997.10.14,,,,,11.7,614-819,부산광역시 부산진구 당감동 454-3,,,대성얼음,2002.8.16 0:00,I,2018.8.31 23:59,식용얼음판매업,385598.3094,186858.0129,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
938,식용얼음판매업,07_22_21_P,3290000,3290000-111-1987-00859,1987.7.15,,3,폐업,2,폐업,2008.7.16,,,,,7,614-849,부산광역시 부산진구 부전동 423-1,,,강남식용얼음,2002.8.16 0:00,I,2018.8.31 23:59,식용얼음판매업,386984.1508,186392.9424,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
939,식용얼음판매업,07_22_21_P,3290000,3290000-111-1987-00045,1987.7.31,,3,폐업,2,폐업,1999.3.23,,,,,8.91,614-803,부산광역시 부산진구 가야동 13-75,,,백암얼음,2002.8.16 0:00,I,2018.8.31 23:59,식용얼음판매업,386218.4728,185892.1288,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
940,식용얼음판매업,07_22_21_P,3290000,3290000-111-1988-00046,1988.4.1,,3,폐업,2,폐업,2002.3.16,,,,,16.09,614-846,부산광역시 부산진구 부전동 233-2,,,까망얼음,2002.8.16 0:00,I,2018.8.31 23:59,식용얼음판매업,387477.7786,185658.8474,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
941,식용얼음판매업,07_22_21_P,3290000,3290000-111-1988-00048,1988.5.1,,3,폐업,2,폐업,1999.6.16,,,,,17.5,614-836,부산광역시 부산진구 부암동 117-25,,,똘이얼음,2002.8.16 0:00,I,2018.8.31 23:59,식용얼음판매업,386825.509,186500.1666,식용얼음판매업,0,0,기타,기타,,,,,,,,,,N,0,,,
942,식용얼음판매업,07_22_21_P,3290000,3290000-111-1988-00047,1988.5.27,,3,폐업,2,폐업,1999.1.28,,,,,11.6,614-844,부산광역시 부산진구 부전동 260-13,,,부일얼음,2002.8.16 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
943,식용얼음판매업,07_22_21_P,3290000,3290000-111-1988-00049,1988.7.8,,3,폐업,2,폐업,2010.2.8,,,,,7.6,614-827,부산광역시 부산진구 범천동 840-1,,,중앙얼음,2010.3.30 14:02,I,2018.8.31 23:59,식용얼음판매업,387925.1357,184559.1739,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
944,식용얼음판매업,07_22_21_P,3290000,3290000-111-1988-00051,1988.11.22,,3,폐업,2,폐업,2004.1.30,,,,,8.14,614-847,부산광역시 부산진구 부전동 513-20,,,함안얼음,2002.8.16 0:00,I,2018.8.31 23:59,식용얼음판매업,387103.4868,185996.981,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
945,식용얼음판매업,07_22_21_P,3290000,3290000-111-1988-00860,1988.11.22,,3,폐업,2,폐업,2004.12.21,,,,,8.32,614-847,부산광역시 부산진구 부전동 515-18,,,제일얼음상회,2004.12.22 0:00,I,2018.8.31 23:59,식용얼음판매업,387174.3815,186003.0052,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
946,식용얼음판매업,07_22_21_P,3290000,3290000-111-1991-00052,1991.4.4,,3,폐업,2,폐업,2008.3.26,,,,,5.98,614-803,부산광역시 부산진구 가야동 450-2,,,가남얼음집,2002.8.16 0:00,I,2018.8.31 23:59,식용얼음판매업,385307.1409,185334.7986,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
947,식용얼음판매업,07_22_21_P,3290000,3290000-111-1993-00053,1993.6.15,,3,폐업,2,폐업,2010.1.11,,,,,32.16,614-854,부산광역시 부산진구 양정동 275-15,,,양정얼음,2010.3.31 9:34,I,2018.8.31 23:59,식용얼음판매업,388623.1093,188293.2108,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
948,식용얼음판매업,07_22_21_P,3290000,3290000-111-1995-00054,1995.3.3,,3,폐업,2,폐업,2002.3.16,,,,,14.35,614-826,부산광역시 부산진구 범천동 881-6,,,성호얼음,2002.8.16 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
949,식용얼음판매업,07_22_21_P,3290000,3290000-111-1995-00055,1995.5.2,,3,폐업,2,폐업,2010.2.8,,,,,18,614-854,부산광역시 부산진구 양정동 274-11,,,신흥,2010.3.30 14:17,I,2018.8.31 23:59,식용얼음판매업,388671.6645,188263.3679,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
950,식용얼음판매업,07_22_21_P,3290000,3290000-111-1995-00056,1995.5.16,,3,폐업,2,폐업,2015.3.31,,,,,7.5,614-813,부산광역시 부산진구 개금동 171-115,부산광역시 부산진구 가야대로482번길 40 (개금동),47328,개금얼음,2002.8.16 0:00,I,2018.8.31 23:59,식용얼음판매업,384412.4865,185446.7327,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
951,식용얼음판매업,07_22_21_P,3290000,3290000-111-1986-00036,1986.4.7,,3,폐업,2,폐업,2018.1.23,,,,,7.8,614-849,부산광역시 부산진구 부전동 425-20,부산광역시 부산진구 가야대로747번길 10 (부전동),,삼화얼음집,2018.1.23 16:47,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
952,식용얼음판매업,07_22_21_P,3290000,3290000-111-1986-00037,1986.4.23,,3,폐업,2,폐업,2000.3.28,,,,051 8181865,5.7,614-824,부산광역시 부산진구 범전동 35-14 T통B반 48,,,영일얼음,2002.8.16 0:00,I,2018.8.31 23:59,식용얼음판매업,387903.5131,187373.6735,식용얼음판매업,0,0,기타,기타,,,,,,,,,,N,0,,,
953,식용얼음판매업,07_22_21_P,3290000,3290000-111-1986-00038,1986.6.18,,3,폐업,2,폐업,1997.6.4,,,,,7.5,614-867,부산광역시 부산진구 전포동 308-1,,,신진얼음,2002.8.16 0:00,I,2018.8.31 23:59,식용얼음판매업,388284.1339,186012.7705,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
954,식용얼음판매업,07_22_21_P,3290000,3290000-111-1986-00040,1986.7.14,,3,폐업,2,폐업,1998.6.25,,,,,17.82,614-862,부산광역시 부산진구 전포동 183-27,,,전포얼음집,2002.8.16 0:00,I,2018.8.31 23:59,식용얼음판매업,388190.3103,186527.9891,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
955,식용얼음판매업,07_22_21_P,3290000,3290000-111-1996-00060,1996.3.8,,3,폐업,2,폐업,1997.1.9,,,,,5.44,614-848,부산광역시 부산진구 부전동 573-0 (부전시장 B동 306),,,울산얼음집,2002.8.16 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
956,식용얼음판매업,07_22_21_P,3290000,3290000-111-1996-01017,1996.5.23,,3,폐업,2,폐업,2000.8.23,,,,,43.35,614-802,부산광역시 부산진구 가야동 495-5,,,제일얼음,2002.8.16 0:00,I,2018.8.31 23:59,식용얼음판매업,384824.0568,185073.4575,식용얼음판매업,0,0,기타,기타,,,,,,,,,,N,0,,,
957,식용얼음판매업,07_22_21_P,3290000,3290000-111-1997-00061,1997.4.28,,3,폐업,2,폐업,2002.1.17,,,,,11,614-863,부산광역시 부산진구 전포동 357-25,,,대정얼음,2002.8.16 0:00,I,2018.8.31 23:59,식용얼음판매업,388313.8269,185674.6898,식용얼음판매업,0,0,기타,기타,,,,,,,,,,N,0,,,
958,식용얼음판매업,07_22_21_P,3290000,3290000-111-1997-00062,1997.6.25,,3,폐업,2,폐업,2007.10.23,,,,051 8913986,16.72,614-813,부산광역시 부산진구 개금동 177-373,,,산청얼음,2002.8.16 0:00,I,2018.8.31 23:59,식용얼음판매업,384269.2894,185532.0717,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
959,식용얼음판매업,07_22_21_P,3290000,3290000-111-1997-00063,1997.7.11,,3,폐업,2,폐업,2003.3.27,,,,051 8970100,7.56,614-879,부산광역시 부산진구 당감동 366-3,,,부광얼음,2002.8.16 0:00,I,2018.8.31 23:59,식용얼음판매업,385305.2199,186938.4203,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
960,식용얼음판매업,07_22_21_P,3290000,3290000-111-1997-00064,1997.8.11,,3,폐업,2,폐업,2003.4.18,,,,051 8189795,9.88,614-867,부산광역시 부산진구 전포동 335-15,,,태화얼음,2002.8.16 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
961,식용얼음판매업,07_22_21_P,3290000,3290000-111-1998-00065,1998.12.4,,3,폐업,2,폐업,2003.10.23,,,,051 8910353,12.68,614-801,부산광역시 부산진구 가야동 642-3,,,동아얼음,2002.8.16 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
962,식용얼음판매업,07_22_21_P,3290000,3290000-111-1995-00058,1995.6.22,,3,폐업,2,폐업,1997.11.27,,,,,11.52,614-852,부산광역시 부산진구 양정동 35-31,,,한진얼음,2002.8.16 0:00,I,2018.8.31 23:59,식용얼음판매업,389079.2885,187680.164,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
963,식용얼음판매업,07_22_21_P,3290000,3290000-111-1995-00059,1995.7.12,,3,폐업,2,폐업,2003.1.30,,,,,10.88,614-865,부산광역시 부산진구 전포동 198-7,,,원 식품,2002.8.16 0:00,I,2018.8.31 23:59,식용얼음판매업,388292.9207,186372.7867,식용얼음판매업,,,기타,기타,,,,,,,,,,N,0,,,
964,식용얼음판매업,07_22_21_P,3780000,3790000-111-1987-00001,1987.4.2,,3,폐업,2,폐업,2001.8.13,,,,,9.99,461-814,경기도 성남시 수정구 신흥동 6475,,,국제얼음,2001.8.13 0:00,I,2018.8.31 23:59,식용얼음판매업,212088.9914,437538.1851,식용얼음판매업,,,,,,,0,0,0,0,,,,N,0,,,
965,식용얼음판매업,07_22_21_P,3780000,3790000-111-1991-00001,1991.5.7,,3,폐업,2,폐업,2005.4.26,,,,031 7575289,4.8,461-864,경기도 성남시 수정구 신흥동 5474,,,경일얼음,2002.3.21 0:00,I,2018.8.31 23:59,식용얼음판매업,212376.2802,437881.479,식용얼음판매업,,,,,상수도전용,,0,0,0,0,,,,N,0,,,
966,식용얼음판매업,07_22_21_P,3780000,3800000-111-1993-00001,1993.12.10,,3,폐업,2,폐업,2004.3.3,,,,031 7511909,7.2,462-826,경기도 성남시 중원구 성남동 2782-1 (1층),,,성호얼음,2001.8.30 0:00,I,2018.8.31 23:59,식용얼음판매업,212807.2589,437323.171,식용얼음판매업,,,,,,,0,0,0,0,,,,N,0,,,
967,식용얼음판매업,07_22_21_P,3780000,3800000-111-1993-00002,1993.12.31,,3,폐업,2,폐업,2021.12.10,,,,031 7520865,9.9,462-824,경기도 성남시 중원구 성남동 2095 (지층),"경기도 성남시 중원구 광명로 141-1, 지층 (성남동)",13358,성호얼음,2021.12.10 13:08,U,2021.12.12 2:40,식용얼음판매업,212651.0171,437303.8429,식용얼음판매업,0,0,,,,0,0,0,0,0,,0,0,N,0,,,
968,식용얼음판매업,07_22_21_P,3780000,3790000-111-1994-00001,1994.4.15,,3,폐업,2,폐업,2005.5.25,,,,031 7455072,7.59,461-811,경기도 성남시 수정구 신흥동 2620-2,,,오조,2002.3.21 0:00,I,2018.8.31 23:59,식용얼음판매업,213083.8135,437902.4432,식용얼음판매업,,,,,상수도전용,,0,0,0,0,,,,N,0,,,
969,식용얼음판매업,07_22_21_P,3780000,3790000-111-2002-00001,2002.2.27,,3,폐업,2,폐업,2005.5.25,,,,031 7224054,0,461-827,경기도 성남시 수정구 태평동 3705-3 1층,,,극동얼음,2003.6.10 0:00,I,2018.8.31 23:59,식용얼음판매업,211555.3005,437895.138,식용얼음판매업,,,,,상수도전용,,0,0,0,0,자가,,,N,0,,,
970,식용얼음판매업,07_22_21_P,3780000,3810000-111-2002-00001,2002.5.13,,3,폐업,2,폐업,2011.3.22,,,,031 7195051,21.44,463-848,경기도 성남시 분당구 정자동 44-2 1층,,,요한얼음,2008.5.7 14:46,I,2018.8.31 23:59,식용얼음판매업,210020.6934,430077.8264,식용얼음판매업,,,,,,,0,0,0,0,,,,N,0,,,
971,식용얼음판매업,07_22_21_P,3780000,3800000-111-2002-00001,2002.7.30,,3,폐업,2,폐업,2003.7.7,,,,031 7349696,,462-801,경기도 성남시 중원구 금광동 1722 (1층),,,광장얼음,2002.8.31 0:00,I,2018.8.31 23:59,식용얼음판매업,214645.3476,438145.2965,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
972,식용얼음판매업,07_22_21_P,3780000,3790000-111-2005-00001,2005.6.15,,3,폐업,2,폐업,2005.6.17,,,,031 7238896,,461-832,경기도 성남시 수정구 복정동 715-5 (지층),,,얼음왕자,2005.11.23 0:00,I,2018.8.31 23:59,식용얼음판매업,211224.345,439025.076,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
973,식용얼음판매업,07_22_21_P,3780000,3810000-111-2008-00001,2008.11.19,,3,폐업,2,폐업,2008.12.5,,,,031 713 1255,,463-815,경기도 성남시 분당구 정자동 241-1 1층 일부,,,분당얼음,2008.11.19 12:18,I,2018.8.31 23:59,식용얼음판매업,210984.6776,428649.3335,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
974,식용얼음판매업,07_22_21_P,3780000,3790000-111-2006-00001,2006.6.2,,3,폐업,2,폐업,2006.6.14,,,,0317360 342,,461-801,경기도 성남시 수정구 단대동 190-8 1층,,,전국얼음,2006.6.2 0:00,I,2018.8.31 23:59,식용얼음판매업,213526.094,438577.2809,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
975,식용얼음판매업,07_22_21_P,3780000,3800000-111-1997-00002,1997.5.19,,3,폐업,2,폐업,2007.6.11,,,,031 7458263,8.51,462-827,경기도 성남시 중원구 성남동 3383 (1층),,,싱싱얼음,2005.12.13 0:00,I,2018.8.31 23:59,식용얼음판매업,211635.8082,436749.6931,식용얼음판매업,,,,,,,0,0,0,0,,,,N,0,,,
976,식용얼음판매업,07_22_21_P,3780000,3790000-111-1997-00001,1997.6.14,,3,폐업,2,폐업,2001.10.19,,,,031 7551075,12.99,461-873,경기도 성남시 수정구 수진동 3841 1층,,,수진얼음,2001.10.19 0:00,I,2018.8.31 23:59,식용얼음판매업,211439.2595,437193.8831,식용얼음판매업,,,,,상수도전용,,0,0,0,0,,,,N,0,,,
977,식용얼음판매업,07_22_21_P,3780000,3800000-111-1997-00003,1997.6.25,,3,폐업,2,폐업,2005.12.23,,,,031 7330008,11.22,462-804,경기도 성남시 중원구 금광동 3637 (1층),,,동서얼음,2005.12.13 0:00,I,2018.8.31 23:59,식용얼음판매업,214392.0552,438285.7055,식용얼음판매업,,,,,,,0,0,0,0,,,,N,0,,,
978,식용얼음판매업,07_22_21_P,3780000,3800000-111-1998-00001,1998.3.9,,3,폐업,2,폐업,2002.12.27,,,,031 7412393,7.8,462-835,경기도 성남시 중원구 중앙동 568 (1층),,,대성얼음,2001.8.30 0:00,I,2018.8.31 23:59,식용얼음판매업,213415.2639,437741.1237,식용얼음판매업,,,,,,,0,0,0,0,,,,N,0,,,
979,식용얼음판매업,07_22_21_P,3780000,3800000-111-1999-00001,1999.5.19,,3,폐업,2,폐업,2008.6.13,,,,031 7497984,18.29,462-818,경기도 성남시 중원구 상대원동 5291 (1층),,,정원얼음,2005.11.16 0:00,I,2018.8.31 23:59,식용얼음판매업,213880.3925,436913.0453,식용얼음판매업,,,,,,,0,0,0,0,,,,N,0,,,
980,식용얼음판매업,07_22_21_P,3780000,3800000-111-1999-00002,1999.7.9,,3,폐업,2,폐업,2007.11.12,,,,031 7558588,19.02,462-828,경기도 성남시 중원구 성남동 3628 (1층),,,유환얼음,2005.11.22 0:00,I,2018.8.31 23:59,식용얼음판매업,211685.8623,436592.4235,식용얼음판매업,,,,,,,0,0,0,0,,,,N,0,,,
981,식용얼음판매업,07_22_21_P,3780000,3790000-111-2000-00002,2000.6.9,,3,폐업,2,폐업,2002.4.17,,,,031 7217217,7.29,461-870,경기도 성남시 수정구 수진동 1522 1층,,,삼일얼음,2002.3.21 0:00,I,2018.8.31 23:59,식용얼음판매업,211907.0812,437302.9141,식용얼음판매업,,,,,상수도전용,,0,0,0,0,,,,N,0,,,
982,식용얼음판매업,07_22_21_P,3780000,3790000-111-2000-00001,2000.10.13,,3,폐업,2,폐업,2002.2.27,,,,,14.26,461-827,경기도 성남시 수정구 태평동 3740-34 1층,,,종합얼음,2002.2.27 0:00,I,2018.8.31 23:59,식용얼음판매업,211525.3759,437906.4263,식용얼음판매업,,,,,상수도전용,,0,0,0,0,,,,N,0,,,
983,식용얼음판매업,07_22_21_P,3780000,3790000-111-2001-00002,2001.6.19,,3,폐업,2,폐업,2019.5.24,,,,031 7212866,10.54,461-814,경기도 성남시 수정구 신흥동 6476 1층,"경기도 성남시 수정구 탄리로 42 (신흥동,1층)",13342,국제얼음,2019.5.24 14:13,U,2019.5.26 2:40,식용얼음판매업,212090.1755,437528.1757,식용얼음판매업,,,,,상수도전용,,0,0,0,0,,,,N,0,,,
