시설명,시설코드,시설종류명(시설유형),시설종류상세명(시설종류),자치구(시)구분,시설장명,시군구코드,시군구명,시설주소,정원(수용인원),현인원,전화번호,우편번호
교남공동생활가정2호,C9000,(장애인) 장애인공동생활가정,장애인거주시설,자치구,황규인,1150000000,강서구,"서울특별시 강서구 초록마을로19길 12, 301호 (화곡동)",4,4,226023384,157650
하사랑주간보호,C9053,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,김광진,1171000000,송파구,"서울특별시 송파구 올림픽로35길 1241동 501호 (장미A상가,신천동)",10,10,02-421-2016,5504
한우리보호작업장,C9088,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,정영수,1165000000,서초구,서울특별시 서초구 남부순환로340길 15 (서초동),20,20,070-7209-2925,137604
늘품 장애인 보호작업장,C9089,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,김원배,1141000000,서대문구,"서울특별시 서대문구 홍은중앙로 105-0 (홍은동)105, 2층 (홍은동)",18,18,02-379-1127,3602
행복한사랑,C9092,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,권명열,1171000000,송파구,"서울특별시 송파구 오금로 548, 1층 (거여동)",10,10,24005090,138600
다산하늘센터,C9096,(장애인) 중증장애인거주시설,장애인거주시설,자치구,정현우,1171000000,송파구,경기도 여주시 강천면 섬강로229-1(강천리 91-2),30,30,031-885-7771,12664
강남세움단기보호센터,C9101,(장애인) 장애인단기거주시설,장애인거주시설,자치구,최삼열,1168000000,강남구,"서울특별시 강남구 광평로60길 222층 (수서동, 강남구직업재활센터)",10,10,221848799,6369
관악구장애인종합복지관,C9126,(장애인) 장애인복지관,장애인지역사회재활시설,자치구,황성혜,1162000000,관악구,서울특별시 관악구 남부순환로 1914 (봉천동),,260,02-877-0750,8792
"효정1호,효정2호 공동생활가정",C9136,(장애인) 장애인공동생활가정,장애인거주시설,자치구,류경화,1130500000,강북구,서울특별시 강북구 삼양로69길 423층 (수유동),8,6,29851465,1103
동그라미 움직임 발달센터,C9152,(장애인) 장애인재활치료시설,장애인지역사회재활시설,자치구,이상용,1121500000,광진구,"서울특별시 광진구 자양로 135, 201호 (자양동)",0,17,24550942,143607
성동재활의원,C9153,(장애인) 장애인의료재활시설,장애인의료재활시설,자치구,김보경,1120000000,성동구,"서울특별시 성동구 뚝섬로1길 43, 1층 (성수동1가, 성수문화복지회관)",30,30,222049976,133600
다니엘치료센터,C9159,(장애인) 장애인재활치료시설,장애인지역사회재활시설,자치구,김훈,1165000000,서초구,서울특별시 서초구 헌릉로468길 21-16다니엘학교 지하1층 ,,60,070-7752-9594,6796
도봉장애인종합복지관,C9180,(장애인) 장애인복지관,장애인지역사회재활시설,자치구,이상록,1132000000,도봉구,"서울특별시 도봉구 마들로664-23 (도봉동, 도봉장애인종합복지관)",,,269521777,1331
행복이가득한집 2호,C9181,(장애인) 장애인공동생활가정,장애인거주시설,자치구,김세룡,1150000000,강서구,"서울특별시 강서구 월정로18길 20, 401호 (화곡동)",3,3,222369081,157650
참행복한세상,C9187,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,정일영,1150000000,강서구,"서울특별시 강서구 강서로 462대룡드림타워-1, 2층 208호 (등촌동)",30,10,226580700,7573
베데스다직업적응훈련시설,C9190,(장애인) 장애인직업적응훈련시설,장애인직업재활시설,자치구,이현숙,1135000000,노원구,서울특별시 노원구 공릉로58마길 27 (하계동),20,21,7043662075,139600
참사랑공동생활가정,C9195,(장애인) 장애인공동생활가정,장애인거주시설,자치구,정선숙,1130500000,강북구,서울특별시 강북구 한천로144길 27 (수유동),4,4,02-997-0688,1053
하계장애인주간활동센터,C9214,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,오명진,1135000000,노원구,"서울특별시 노원구 노원로16길 15 (하계동, 중계9단지주공영구임대아파트)",16,10,02-6928-7350,1748
송파구장애인직업재활지원센터,C9247,(장애인) 장애인직업적응훈련시설,장애인직업재활시설,자치구,김성태,1171000000,송파구,"서울특별시 송파구 양산로 5, 3층 (거여동)",20,20,24006510,138600
구립중림장애인주간보호센터,C9252,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,엄하나,1114000000,중구,서울특별시 중구 서소문로6길 16 (중림동),12,12,02-363-8765,4506
사랑단기보호센터,C9265,(장애인) 장애인단기거주시설,장애인거주시설,자치구,황명현,1159000000,동작구,"서울특별시 동작구 남부순환로255길 8-0 (사당동, 장미빌라)8, 201호 (사당동, 장미빌라 201호)",15,12,25367705,7021
더원직업훈련센터,C9266,(장애인) 장애인직업적응훈련시설,장애인직업재활시설,자치구,홍성훈,1123000000,동대문구,서울특별시 동대문구 장한로 25602호 (장안동),20,20,263681515,2636
행복주간보호센터,C9269,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,최신혜,1171000000,송파구,"서울특별시 송파구 마천로 89, 4층 (오금동)",10,10,24308003,5655
해피하우스,C9277,(장애인) 장애인단기거주시설,장애인거주시설,자치구,강은출,1171000000,송파구,서울특별시 송파구 오금로 548 (거여동),10,8,24496652,5774
동안우리주간보호센터,C9279,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,신우석,1174000000,강동구,"서울특별시 강동구 풍성로 146, 4층 (성내동)",10,10,234014163,134600
헬렌켈러의집 2호,C9280,(장애인) 장애인공동생활가정,장애인거주시설,자치구,윤미진,1130500000,강북구,"서울특별시 강북구 삼양로91가길 8-0 (수유동, JS홈타운)8, 2동 201호 (수유동, JS홈타운)",4,4,29801791,1090
라파아동발달센터,C9309,(장애인) 장애인재활치료시설,장애인지역사회재활시설,자치구,김경아,1174000000,강동구,서울특별시 강동구 길동  302호,0,36,070-4103-5850,134814
아이사랑아동청소년발달센터,C9311,(장애인) 장애인재활치료시설,장애인지역사회재활시설,자치구,신상협,1174000000,강동구,"서울특별시 강동구 아리수로93길 33, 베스트프라자동 302호 (강일동)",0,10,24815394,5211
홀트강동복지관,C9322,(장애인) 장애인복지관,장애인지역사회재활시설,자치구,신미숙,1174000000,강동구,서울특별시 강동구 아리수로93길 41 (강일동),150,150,222516100,5211
직업재능개발센터,C9325,(장애인) 장애인직업적응훈련시설,장애인직업재활시설,자치구,윤석진,1174000000,강동구,"서울특별시 강동구 올림픽로588, 3층 (성내동)",20,25,269339940,5385
성민드림주간보호센터,C9331,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,양경모,1165000000,서초구,서울특별시 서초구 효령로26길 9-9 (방배동),12,10,02-3487-4879,6695
한결엠보호작업장,C9337,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,오용식,1154500000,금천구,"서울특별시 금천구 가산디지털1로 131, B206호 (가산동, BYC하이시티지식산업센터)",10,10,02-6952-0551,8506
우리그룹홈,C9345,(장애인) 장애인공동생활가정,장애인거주시설,자치구,김숙정,1171000000,송파구,"서울특별시 송파구 거마로3길 5, 가동 102호 (거여동, 대진아트빌라)",4,4,24095040,5744
블루나래,C9357,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,정재이,1153000000,구로구,"서울특별시 구로구 디지털로 272, 12층 17호 (구로동, 한신아이티타워)",10,13,02-867-9566,8389
영광시각장애인주간보호센터,C9359,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,김금실,1141000000,서대문구,서울특별시 서대문구 세무서10길 54 (홍제동),15,14,23950900,3627
두손장애인보호작업장,C9360,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,김한근,1171000000,송파구,"서울특별시 송파구 동남로6길 34-1, 1층 (문정동)",13,,7087299567,5803
모두누리 직업재활센터,C9387,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,김성훈,1153000000,구로구,서울특별시 구로구 디지털로27길 24506호(벽산디지털밸리 1차) (구로동),20,24,02-868-8295,8381
기쁨나무,C9388,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,배희,1154500000,금천구,서울특별시 금천구 시흥대로80길 19 (독산동),20,17,02-893-9630,8623
홀트주간보호센터,C9392,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,신미숙,1174000000,강동구,서울특별시 강동구 아리수로93길 41 (강일동),10,10,222516100,5211
주은공동생활가정,C9405,(장애인) 장애인공동생활가정,장애인거주시설,자치구,김명희,1150000000,강서구,"서울특별시 강서구 강서로5라길 138, 2층 (화곡동)",4,3,226905746,7783
은하수,C9412,(장애인) 장애인공동생활가정,장애인거주시설,자치구,박옥종,1153000000,구로구,"서울특별시 구로구 고척로52마길 21-11, 1층 (개봉동)",4,4,02-2616-5398,8233
서울특별시립장애인영농직업재활시설,C9434,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,장경언,1100000000,서울특별시,경기도 남양주시 진접읍 양진로725,20,15,315724025,12073
왕성밀알주간보호센터,C9445,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,이수정,1162000000,관악구,서울특별시 관악구 신림로58길 8 (신림동),10,10,070-4878-9142,8778
행복한 사람들의 집,C9452,(장애인) 장애인공동생활가정,장애인거주시설,자치구,이현영,1130500000,강북구,서울특별시 강북구 삼양로173가길 22 (우이동),10,7,29909110,1002
이음주간교육센터,C9462,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,이인숙,1130500000,강북구,"서울특별시 강북구 한천로129길11, 1층 (번동)",12,8,29551991,1066
강남세움보호작업장,C9499,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,안정희,1168000000,강남구,"서울특별시 강남구 광평로60길22, 2층 (수서동)",85,76,221848702,6369
킨더윌언어심리전문센터,C9503,(장애인) 장애인재활치료시설,장애인지역사회재활시설,자치구,이유진,1135000000,노원구,"서울특별시 노원구 상계로23다길 13-8, 1층 107-1,7,8호 (상계동, 노원아이파크)",150,,29393421,1684
두빛나래보호작업장,C9506,(장애인) 장애인보호작업장,장애인직업재활시설,자치구,황은미,1120000000,성동구,"서울특별시 성동구 성수일로 10 (성수동1가, 서울숲ITCT지식산업센터 B201호)",10,10,262388823,4780
꿈친장애인주간보호센터,C9511,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,김형주,1156000000,영등포구,"서울특별시 영등포구 은행로 55, 1층 (여의도동)",10,,261817536,7239
강남세움복지관,C9513,(장애인) 장애인복지관,장애인지역사회재활시설,자치구,김귀자,1168000000,강남구,서울특별시 강남구 광평로60길 22 (수서동),1000,,221848700,6369
해피드림,C9516,(장애인) 장애인공동생활가정,장애인거주시설,자치구,조순복,1147000000,양천구,"서울특별시 양천구 월정로 22, 401호 (신월동)",4,4,226951222,8028
선한이웃 재활운동발달센터,C9546,(장애인) 장애인재활치료시설,장애인지역사회재활시설,자치구,정명철,1135000000,노원구,"서울특별시 노원구 공릉로58길 112, 3층 1호 (하계동, 순흥아트빌)",80,,29790233,1809
양천희망돌봄센터,C9547,(장애인) 장애인주간보호시설,장애인지역사회재활시설,자치구,윤창영,1147000000,양천구,"서울특별시 양천구 가로공원로 101 (신월동, 신월누리복지센터)",10,10,02-2135-1970,7909
주사랑 장애인단기보호센터,C9562,(장애인) 장애인단기거주시설,장애인거주시설,자치구,정주영,1154500000,금천구,"서울특별시 금천구 독산로 165-1, 1층, 3층 (시흥동)",10,10,7051537363,8621
강남세움근로사업장 굿윌스토어,C9567,(장애인) 장애인근로사업장,장애인직업재활시설,자치구,김우식,1168000000,강남구,"서울특별시 강남구 광평로60길 22, 1층, 3층층 (수서동, 강남세움장애인통합지원센터)",40,,221848784,6369
