일반명코드,제형구분코드,제형,일반명,분류번호,투여,함량,단위
A54100ACS,CS,연질캡슐제,safflower oil,398,내복,36.67,mg
A54100ACS,CS,연질캡슐제,tocopherol,398,내복,136,I.U
A54200CPO,PO,카타플라스마제,dl-camphor,264,외용,70,mg
A54200CPO,PO,카타플라스마제,L-menthol,264,외용,56,mg
A54200CPO,PO,카타플라스마제,methyl salicylate,264,외용,42,mg
A54200CPO,PO,카타플라스마제,vanillyl nonylamide,264,외용,0.168,mg
A54300ACH,CH,경질캡슐제,acetaminophen,114,내복,120,mg
A54300ACH,CH,경질캡슐제,caffeine anhydrous,114,내복,25,mg
A54300ACH,CH,경질캡슐제,chlorpheniramine maleate,114,내복,1.25,mg
A54300ACH,CH,경질캡슐제,salicylamide,114,내복,100,mg
A54400ACH,CH,경질캡슐제,acetaminophen,114,내복,240,mg
A54400ACH,CH,경질캡슐제,caffeine anhydrous,114,내복,50,mg
A54400ACH,CH,경질캡슐제,chlorpheniramine maleate,114,내복,2.5,mg
A54400ACH,CH,경질캡슐제,salicylamide,114,내복,200,mg
A54500COM,OM,연고제,chlorhexidine hydrochloride,231,외용,1,mg
A54500COM,OM,연고제,glycyrrhetic acid,231,외용,3,mg
A54500COM,OM,연고제,hinokitiol,231,외용,1,mg
A54500COM,OM,연고제,tocopherol acetate,231,외용,20,mg
A54600CCM,CM,"크림제,겔제,젤리",avobenzone,269,외용,30,mg
A54600CCM,CM,"크림제,겔제,젤리",hydroquinone,269,외용,40,mg
A54600CCM,CM,"크림제,겔제,젤리",octocrylene,269,외용,80,mg
A54600CCM,CM,"크림제,겔제,젤리",oxybenzone,269,외용,40,mg
A54700COS,OS,점안제(점안액),potassium L-aspartate,131,외용,5,mg
A54700COS,OS,점안제(점안액),sodium chloride,131,외용,3,mg
A54700COS,OS,점안제(점안액),sodium chondroitin sulfate,131,외용,2.5,mg
A54700COS,OS,점안제(점안액),taurine,131,외용,10,mg
A54800ACS,CS,연질캡슐제,ascorbic acid,219,내복,500,mg
A54800ACS,CS,연질캡슐제,tocopherol,219,내복,400,I.U
A54800ACS,CS,연질캡슐제,yeast selenium,219,내복,38.46,mg
A54800ACS,CS,연질캡슐제,β-carotene,219,내복,15,mg
A54900ACS,CS,연질캡슐제,ascorbic acid,219,내복,500,mg
A54900ACS,CS,연질캡슐제,vitamin E,219,내복,400,I.U
A54900ACS,CS,연질캡슐제,yeast selenium,219,내복,50,mg
A54900ACS,CS,연질캡슐제,β-carotene,219,내복,6,mg
A55000COM,OM,연고제,allantoin,231,외용,3,mg
A55000COM,OM,연고제,cetylpyridinium chloride,231,외용,0.5,mg
A55000COM,OM,연고제,dipotassium glycyrrhizinate,231,외용,4,mg
A55000COM,OM,연고제,hinokitiol,231,외용,1,mg
A55100COM,OM,연고제,allantoin,256,외용,10,mg
A55100COM,OM,연고제,lidocaine,256,외용,30,mg
A55100COM,OM,연고제,prednisolone acetate,256,외용,0.5,mg
A55100COM,OM,연고제,tocopherol acetate,256,외용,25,mg
A55400CPL,PL,"경고제,첩부제",glycol salicylate,264,외용,37.3,mg
A55400CPL,PL,"경고제,첩부제",glycyrrhizinic acid,264,외용,0.746,mg
A55400CPL,PL,"경고제,첩부제",L-menthol,264,외용,52.2,mg
A55400CPL,PL,"경고제,첩부제",tocopherol acetate,264,외용,14.9,mg
A55500ACS,CS,연질캡슐제,acetaminophen,114,내복,0.125,g
A55500ACS,CS,연질캡슐제,d-chlorpheniramine maleate,114,내복,1,mg
A55500ACS,CS,연질캡슐제,guaifenesin,114,내복,75,mg
A55500ACS,CS,연질캡슐제,pseudoephedrine hydrochloride,114,내복,30,mg
A55600ATB,TB,"정제,저작정",berberine tannate,237,내복,50,mg
A55600ATB,TB,"정제,저작정",geranium herb powder,237,내복,50,mg
A55600ATB,TB,"정제,저작정",scopolia ext. powder,237,내복,50,mg
A55600ATB,TB,"정제,저작정",ursodeoxycholic acid,237,내복,2,mg
A55700ATE,TE,장용정제,bisacodyl,238,내복,5,mg
A55700ATE,TE,장용정제,docusate sodium,238,내복,12,mg
A55700ATE,TE,장용정제,senna leaf powder,238,내복,55,mg
A55700ATE,TE,장용정제,tinnevelly senna fruit powder,238,내복,55,mg
A55800ATE,TE,장용정제,bisacodyl,238,내복,5,mg
A55800ATE,TE,장용정제,docusate sodium,238,내복,13.4,mg
A55800ATE,TE,장용정제,senna leaf powder,238,내복,55,mg
A55800ATE,TE,장용정제,sennae fructus powder,238,내복,55,mg
A55900ASY,SY,"시럽제,건조시럽",acetaminophen,114,내복,9,mg
A55900ASY,SY,"시럽제,건조시럽",caffeine anhydrous,114,내복,1.667,mg
A55900ASY,SY,"시럽제,건조시럽",chlorpheniramine maleate,114,내복,83,㎍
A55900ASY,SY,"시럽제,건조시럽",pseudoephedrine HCl,114,내복,1.2,mg
A56000ASY,SY,"시럽제,건조시럽",acetaminophen,114,내복,10,mg
A56000ASY,SY,"시럽제,건조시럽",caffeine anhydrous,114,내복,1.667,mg
A56000ASY,SY,"시럽제,건조시럽",chlorpheniramine maleate,114,내복,83,μg
A56000ASY,SY,"시럽제,건조시럽",pseudoephedrine hydrochloride,114,내복,1.2,mg
A56100AGN,GN,"과립제,세립",acetaminophen,114,내복,0.315,g
A56100AGN,GN,"과립제,세립",ascorbic acid,114,내복,0.1,g
A56100AGN,GN,"과립제,세립",riboflavin,114,내복,4,mg
A56100AGN,GN,"과립제,세립",갈근탕엑스(10→1),114,내복,0.17,g
A56200AGN,GN,"과립제,세립",acetaminophen,114,내복,0.4,g
A56200AGN,GN,"과립제,세립",ascorbic acid,114,내복,0.1,g
A56200AGN,GN,"과립제,세립",riboflavin,114,내복,4,mg
A56200AGN,GN,"과립제,세립",갈근탕엑스(10→1),114,내복,0.4,g
A56300ACS,CS,연질캡슐제,ascorbic acid,322,내복,100,mg
A56300ACS,CS,연질캡슐제,cyanocobalamin,322,내복,0.01,mg
A56300ACS,CS,연질캡슐제,dried ferrous sulfate,322,내복,108.6,mg
A56300ACS,CS,연질캡슐제,folic acid,322,내복,0.5,mg
A56400ACS,CS,연질캡슐제,ascorbic acid,322,내복,100,mg
A56400ACS,CS,연질캡슐제,cyanocobalamin,322,내복,0.01,mg
A56400ACS,CS,연질캡슐제,dried ferrous sulfate,322,내복,90.2,mg
A56400ACS,CS,연질캡슐제,folic acid,322,내복,0.5,mg
A56500ACS,CS,연질캡슐제,ascorbic acid,322,내복,50,mg
A56500ACS,CS,연질캡슐제,cyanocobalamin,322,내복,0.03,mg
A56500ACS,CS,연질캡슐제,dried ferrous sulfate,322,내복,108.8,mg
A56500ACS,CS,연질캡슐제,folic acid,322,내복,500,㎍
A56600ACS,CS,연질캡슐제,ascorbic acid,322,내복,75,mg
A56600ACS,CS,연질캡슐제,cyanocobalamin,322,내복,100,㎍
A56600ACS,CS,연질캡슐제,dried ferrous sulfate,322,내복,108.8,mg
A56600ACS,CS,연질캡슐제,folic acid,322,내복,400,㎍
A56700ACS,CS,연질캡슐제,ascorbic acid,322,내복,55,mg
A56700ACS,CS,연질캡슐제,cyanocobalamin,322,내복,0.03,mg
A56700ACS,CS,연질캡슐제,dried ferrous sulfate,322,내복,108.8,mg
A56700ACS,CS,연질캡슐제,folic acid,322,내복,0.5,mg
A56800ACS,CS,연질캡슐제,ascorbic acid,322,내복,60,mg
A56800ACS,CS,연질캡슐제,cyanocobalamin,322,내복,0.03,mg
A56800ACS,CS,연질캡슐제,dried ferrous sulfate,322,내복,108.8,mg
A56800ACS,CS,연질캡슐제,folic acid,322,내복,500,㎍
A56900ATB,TB,"정제,저작정",allylisopropyl acetylurea,114,내복,30,mg
A56900ATB,TB,"정제,저작정",caffeine anhydrous,114,내복,40,mg
A56900ATB,TB,"정제,저작정",ibuprofen,114,내복,75,mg
A56900ATB,TB,"정제,저작정",magnesium oxide,114,내복,50,mg
A57000ACS,CS,연질캡슐제,ascorbic acid,322,내복,200,mg
A57000ACS,CS,연질캡슐제,cyanocobalamin,322,내복,0.01,mg
A57000ACS,CS,연질캡슐제,ferrous gluconate,322,내복,200,mg
A57000ACS,CS,연질캡슐제,folic acid,322,내복,0.5,mg
A57100CCM,CM,"크림제,겔제,젤리",dipotassium glycyrrhizinate,265,외용,5,mg
A57100CCM,CM,"크림제,겔제,젤리",lidocaine,265,외용,20,mg
A57100CCM,CM,"크림제,겔제,젤리",L-menthol,265,외용,10,mg
A57100CCM,CM,"크림제,겔제,젤리",terbinafine hydrochloride,265,외용,10,mg
A57200CCM,CM,"크림제,겔제,젤리",dexpanthenol,264,외용,10,mg
A57200CCM,CM,"크림제,겔제,젤리",diphenhydramine,264,외용,10,mg
A57200CCM,CM,"크림제,겔제,젤리",dipotassium glycyrrhizinate,264,외용,5,mg
A57200CCM,CM,"크림제,겔제,젤리",tocopherol acetate,264,외용,10,mg
A57300CCM,CM,"크림제,겔제,젤리",dibucaine hydrochloride,264,외용,5,mg
A57300CCM,CM,"크림제,겔제,젤리",diphenhydramine,264,외용,10,mg
A57300CCM,CM,"크림제,겔제,젤리",dl-camphor,264,외용,20,mg
A57300CCM,CM,"크림제,겔제,젤리",glycyrrhetic acid,264,외용,10,mg
A57300CCM,CM,"크림제,겔제,젤리",L-menthol,264,외용,30,mg
A57400ATB,TB,"정제,저작정",acetaminophen,114,내복,0.15,g
A57400ATB,TB,"정제,저작정",caffeine hydrate,114,내복,25,mg
A57400ATB,TB,"정제,저작정",ethenzamide,114,내복,0.25,g
A57400ATB,TB,"정제,저작정",glycyrrhiza powder,114,내복,0.125,g
A57400ATB,TB,"정제,저작정",peony root powder,114,내복,0.125,g
A57500ACH,CH,경질캡슐제,acetaminophen,114,내복,0.15,g
A57500ACH,CH,경질캡슐제,caffeine anhydrous,114,내복,20,mg
A57500ACH,CH,경질캡슐제,chlorpheniramine maleate,114,내복,1.25,mg
A57500ACH,CH,경질캡슐제,dl-methylephedrine hydrochloride,114,내복,8.75,mg
A57500ACH,CH,경질캡슐제,guaifenesin,114,내복,41.65,mg
A57600ACH,CH,경질캡슐제,acetaminophen,114,내복,0.3,g
A57600ACH,CH,경질캡슐제,caffeine anhydrous,114,내복,40,mg
A57600ACH,CH,경질캡슐제,chlorpheniramine maleate,114,내복,2.5,mg
A57600ACH,CH,경질캡슐제,dl-methylephedrine hydrochloride,114,내복,17.5,mg
A57600ACH,CH,경질캡슐제,guaifenesin,114,내복,83.3,mg
A57700ACH,CH,경질캡슐제,acetaminophen,114,내복,0.2,g
A57700ACH,CH,경질캡슐제,caffeine anhydrous,114,내복,20,mg
A57700ACH,CH,경질캡슐제,chlorpheniramine maleate,114,내복,1.25,mg
A57700ACH,CH,경질캡슐제,dl-methylephedrine hydrochloride,114,내복,8.75,mg
A57700ACH,CH,경질캡슐제,guaifenesin,114,내복,41.65,mg
A57800ATB,TB,"정제,저작정",acetaminophen,114,내복,0.2,g
A57800ATB,TB,"정제,저작정",caffeine anhydrous,114,내복,25,mg
A57800ATB,TB,"정제,저작정",chlorpheniramine maleate,114,내복,1.25,mg
A57800ATB,TB,"정제,저작정",lysozyme chloride,114,내복,10,mg
A57800ATB,TB,"정제,저작정",pseudoephedrine hydrochloride,114,내복,15,mg
A57900ATB,TB,"정제,저작정",d-α-tocopherol acetate,219,내복,3.33,mg
A57900ATB,TB,"정제,저작정",nicotinamide,219,내복,6.66,mg
A57900ATB,TB,"정제,저작정",riboflavin,219,내복,2,mg
A57900ATB,TB,"정제,저작정",ubidecarenone,219,내복,10,mg
A58000ATB,TB,"정제,저작정",bisacodyl,238,내복,5,mg
A58000ATB,TB,"정제,저작정",clostridium butyricum miyairi Ⅱ 588,238,내복,10,mg
A58000ATB,TB,"정제,저작정",dehydrocholic acid,238,내복,50,mg
A58000ATB,TB,"정제,저작정",docusate sodium,238,내복,30,mg
A58100ATE,TE,장용정제,bisacodyl,238,내복,5,mg
A58100ATE,TE,장용정제,docusate sodium,238,내복,20,mg
A58100ATE,TE,장용정제,senna leaf dried ext.,238,내복,37.5,mg
A58100ATE,TE,장용정제,ursodeoxycholic acid,238,내복,10,mg
A58200ATE,TE,장용정제,bisacodyl,238,내복,6,mg
A58200ATE,TE,장용정제,docusate sodium,238,내복,20,mg
A58200ATE,TE,장용정제,peony root ext. powder,238,내복,90,mg
A58200ATE,TE,장용정제,senna leaf ext.,238,내복,20,mg
A58300ATB,TB,"정제,저작정",bacillus polyfermenticus n.sp.,237,내복,83.35,mg
A58300ATB,TB,"정제,저작정",pyridoxine HCl,237,내복,0.3,mg
A58300ATB,TB,"정제,저작정",riboflavin,237,내복,0.2,mg
A58300ATB,TB,"정제,저작정",thiamine HCl,237,내복,0.3,mg
A58400ATB,TB,"정제,저작정",bisbentiamine,312,내복,33.33,mg
A58400ATB,TB,"정제,저작정",cyanocobalamin,312,내복,0.5,mg
A58400ATB,TB,"정제,저작정",γ-oryzanol,312,내복,3.33,mg
A58400ATB,TB,"정제,저작정",pyridoxine hydrochloride,312,내복,33.33,mg
A58500APD,PD,산제,bacillus polyfermenticus n.sp.,237,내복,166.7,mg
A58500APD,PD,산제,pyridoxine HCl,237,내복,0.6,mg
A58500APD,PD,산제,riboflavin,237,내복,0.4,mg
A58500APD,PD,산제,thiamine HCl,237,내복,0.6,mg
A58600ACS,CS,연질캡슐제,ergocalciferol,311,내복,200,I.U
A58600ACS,CS,연질캡슐제,ox bile powder,311,내복,1,mg
A58600ACS,CS,연질캡슐제,snake oil,311,내복,0.2967,g
A58600ACS,CS,연질캡슐제,vitamin A,311,내복,2,KI.U
A58700ATB,TB,"정제,저작정",belladonna total alkaloid,141,내복,0.1,mg
A58700ATB,TB,"정제,저작정",caffeine anhydrous,141,내복,25,mg
A58700ATB,TB,"정제,저작정",carbinoxamine maleate,141,내복,2,mg
A58700ATB,TB,"정제,저작정",phenylephrine hydrochloride,141,내복,5,mg
A58800ACH,CH,경질캡슐제,acetaminophen,114,내복,200,mg
A58800ACH,CH,경질캡슐제,caffeine anhydrous,114,내복,15,mg
A58800ACH,CH,경질캡슐제,chlorpheniramine maleate,114,내복,1.25,mg
A58800ACH,CH,경질캡슐제,cloperastine HCl,114,내복,8,mg
A58900COM,OM,연고제,aesculin sesquihydrate,256,외용,10.75,mg
A58900COM,OM,연고제,dibucaine HCl,256,외용,5,mg
A58900COM,OM,연고제,hydrocortisone acetate,256,외용,5.6,mg
A58900COM,OM,연고제,neomycin sulfate,256,외용,10,mg
A58900CSP,SP,좌제,aesculin sesquihydrate,256,외용,10.75,mg
A58900CSP,SP,좌제,dibucaine HCl,256,외용,5,mg
A58900CSP,SP,좌제,hydrocortisone acetate,256,외용,5.6,mg
A58900CSP,SP,좌제,neomycin sulfate,256,외용,10,mg
A59000AGN,GN,"과립제,세립",nicotinamide,238,내복,1.67,mg
A59000AGN,GN,"과립제,세립",psyllium husk,238,내복,1000,mg
A59000AGN,GN,"과립제,세립",sennoside calcium,238,내복,41.03,mg
A59000AGN,GN,"과립제,세립",sporullating lactobacillus,238,내복,43.33,mg
A59100ATB,TB,"정제,저작정",acetaminophen,114,내복,200,mg
A59100ATB,TB,"정제,저작정",benzyl mandelate,114,내복,50,mg
A59100ATB,TB,"정제,저작정",caffeine anhydrous,114,내복,45.8,mg
A59100ATB,TB,"정제,저작정",isopropylantipyrine,114,내복,200,mg
A59200ACS,CS,연질캡슐제,calcium pantothenate,329,내복,5,mg
A59200ACS,CS,연질캡슐제,casein hydrolysate,329,내복,500,mg
A59200ACS,CS,연질캡슐제,fursultiamine,329,내복,50,mg
A59200ACS,CS,연질캡슐제,lecithin,329,내복,5,mg
A59301CCM,CM,"크림제,겔제,젤리",dienestrol,259,외용,0.1,mg
A59302CCM,CM,"크림제,겔제,젤리",dienestrol,259,외용,0.25,mg
A59400ACS,CS,연질캡슐제,choline bitartrate,391,내복,250,mg
A59400ACS,CS,연질캡슐제,inositol,391,내복,25,mg
A59400ACS,CS,연질캡슐제,L-cystine,391,내복,250,mg
A59400ACS,CS,연질캡슐제,liver hydrolysate,391,내복,70,mg
A59500ATB,TB,"정제,저작정",coated ascorbic acid,316,내복,260.5,mg
A59500ATB,TB,"정제,저작정",L-cysteine,316,내복,60,mg
A59500ATB,TB,"정제,저작정",tocopherol calcium succinate,316,내복,58.2,mg
A59500ATB,TB,"정제,저작정",ubidecarenone,316,내복,5,mg
A59600ATB,TB,"정제,저작정",ascorbic  acid,316,내복,133.3,mg
A59600ATB,TB,"정제,저작정",d-α-tocopherol  acetate,316,내복,2.2,mg
A59600ATB,TB,"정제,저작정",L-cysteine,316,내복,17.8,mg
A59600ATB,TB,"정제,저작정",pyridoxine  HCl,316,내복,5.6,mg
A59700ACH,CH,경질캡슐제,cyanocobalamin,253,내복,2,㎍
A59700ACH,CH,경질캡슐제,rhei rhizoma ext.,253,내복,10,mg
A59700ACH,CH,경질캡슐제,saffron,253,내복,67,mg
A59700ACH,CH,경질캡슐제,tocopherol calcium succinate,253,내복,33,mg
A59800ATB,TB,"정제,저작정",cyanocobalamin,329,내복,20,㎍
A59800ATB,TB,"정제,저작정",human placenta hydrolysate,329,내복,333.33,mg
A59800ATB,TB,"정제,저작정",pyridoxine HCl,329,내복,2,mg
A59800ATB,TB,"정제,저작정",thiamine nitrate,329,내복,2,mg
A59900CCM,CM,"크림제,겔제,젤리",dl-camphor,269,외용,8,mg
A59900CCM,CM,"크림제,겔제,젤리",glycerin,269,외용,400,mg
A59900CCM,CM,"크림제,겔제,젤리",glycyrrhetic acid,269,외용,2,mg
A59900CCM,CM,"크림제,겔제,젤리",tocopherol acetate,269,외용,2,mg
A60100COS,OS,점안제(점안액),cyanocobalamin,131,외용,40,μg
A60100COS,OS,점안제(점안액),dipotassium glycyrrhizinate,131,외용,0.5,mg
A60100COS,OS,점안제(점안액),naphazoline hydrochloride,131,외용,30,μg
A60100COS,OS,점안제(점안액),pyridoxine hydrochloride,131,외용,1,mg
A60200ACS,CS,연질캡슐제,cyanocobalamin,312,내복,5,㎍
A60200ACS,CS,연질캡슐제,fursultiamine,312,내복,50,mg
A60200ACS,CS,연질캡슐제,pyridoxine HCl,312,내복,5,mg
A60200ACS,CS,연질캡슐제,riboflavin,312,내복,5,mg
A60400ATB,TB,"정제,저작정",ascorbic  acid,322,내복,150,mg
A60400ATB,TB,"정제,저작정",cyanocobalamin,322,내복,1.5,㎍
A60400ATB,TB,"정제,저작정",ferri manitol ovalbumin,322,내복,129.63,mg
A60400ATB,TB,"정제,저작정",folic  acid,322,내복,0.25,mg
A60501CCM,CM,"크림제,겔제,젤리",kojic acid,269,외용,10,mg
A60600ACS,CS,연질캡슐제,angelica gigas root ext. powder,322,내복,50,mg
A60600ACS,CS,연질캡슐제,cyanocobalamin,322,내복,10,㎍
A60600ACS,CS,연질캡슐제,ferrous fumarate,322,내복,106.06,mg
A60600ACS,CS,연질캡슐제,folic acid,322,내복,0.5,mg
A60700CPO,PO,카타플라스마제,dl-camphor,264,외용,70,mg
A60700CPO,PO,카타플라스마제,glycol salicylate,264,외용,210,mg
A60700CPO,PO,카타플라스마제,mentha oil,264,외용,210,mg
A60700CPO,PO,카타플라스마제,tocopherol acetate,264,외용,42,mg
A60901CCM,CM,"크림제,겔제,젤리",guaiazulene,264,외용,0.33,mg
A60901COM,OM,연고제,guaiazulene,264,외용,0.33,mg
A60902CCM,CM,"크림제,겔제,젤리",guaiazulene,264,외용,9.9,mg(0.33mg/g)
A60930COM,OM,연고제,guaiazulene,264,외용,6.6,mg(0.33mg/g)
A61000ACS,CS,연질캡슐제,cyanocobalamin,398,내복,3,㎍
A61000ACS,CS,연질캡슐제,dl-methionine,398,내복,50,mg
A61000ACS,CS,연질캡슐제,inositol,398,내복,50,mg
A61000ACS,CS,연질캡슐제,tocopherol acetate,398,내복,10,mg
A61101ATB,TB,"정제,저작정",phyllanthus urinaria dried ext.(20→1),391,내복,400,mg
A61500ACS,CS,연질캡슐제,oryzanol(γ),316,내복,10,mg
A61500ACS,CS,연질캡슐제,riboflavin butyrate,316,내복,12,mg
A61500ACS,CS,연질캡슐제,tocopherol acetate,316,내복,100,mg
A61500ACS,CS,연질캡슐제,ursodeoxycholic acid,316,내복,10,mg
A61600COS,OS,점안제(점안액),berberine sulfate,131,외용,0.1,mg
A61600COS,OS,점안제(점안액),chlorpheniramine maleate,131,외용,0.2,mg
A61600COS,OS,점안제(점안액),dipotassium glycyrrhizinate,131,외용,1.5,mg
A61600COS,OS,점안제(점안액),sodium chondroitin sulfate,131,외용,1,mg
A61700ATB,TB,"정제,저작정",acetaminophen,114,내복,300,mg
A61700ATB,TB,"정제,저작정",caffeine anhydrous,114,내복,50,mg
A61700ATB,TB,"정제,저작정",ethenzamide,114,내복,100,mg
A61700ATB,TB,"정제,저작정",salicylamide,114,내복,50,mg
A61800ATE,TE,장용정제,aspirin,114,내복,0.1,g
A61800ATE,TE,장용정제,caffeine anhydrous,114,내복,25,mg
A61800ATE,TE,장용정제,ephedrine hydrochloride,114,내복,25,mg
A61800ATE,TE,장용정제,thiamine hydrochloride,114,내복,8,mg
A61900ATB,TB,"정제,저작정",aloe dry ext.,238,내복,100,mg
A61900ATB,TB,"정제,저작정",calcium pantothenate,238,내복,10,mg
A61900ATB,TB,"정제,저작정",magnesium hydroxide,238,내복,500,mg
A61900ATB,TB,"정제,저작정",ursodeoxycholic acid,238,내복,20,mg
A62100ACH,CH,경질캡슐제,acetaminophen,114,내복,0.2,g
A62100ACH,CH,경질캡슐제,chlorpheniramine maleate,114,내복,1.25,mg
A62100ACH,CH,경질캡슐제,cloperastine hydrochloride,114,내복,8,mg
A62100ACH,CH,경질캡슐제,lysozyme chloride,114,내복,10,mg
A62200ATB,TB,"정제,저작정",cholecalciferol,321,내복,125,I.U
A62200ATB,TB,"정제,저작정",magnesium oxide,321,내복,232.5,mg
A62200ATB,TB,"정제,저작정",oyster shell powder,321,내복,1030,mg
A62200ATB,TB,"정제,저작정",zinc oxide,321,내복,19,mg
A62300ATB,TB,"정제,저작정",cyanocobalamin,319,내복,10,μg
A62300ATB,TB,"정제,저작정",fursultiamine hydrochloride,319,내복,16.66,mg
A62300ATB,TB,"정제,저작정",pyridoxine hydrochloride,319,내복,3.33,mg
A62300ATB,TB,"정제,저작정",sodium chondroitin sulfate,319,내복,0.1,g
A62500ATB,TB,"정제,저작정",acetaminophen,114,내복,0.2,g
A62500ATB,TB,"정제,저작정",dextromethorphan hydrobromide,114,내복,7.5,mg
A62500ATB,TB,"정제,저작정",guaifenesin,114,내복,40,mg
A62500ATB,TB,"정제,저작정",pseudoephedrine hydrochloride,114,내복,15,mg
A62600ACS,CS,연질캡슐제,d-α-tocopherol acetate,315,내복,100,mg
A62600ACS,CS,연질캡슐제,lecithin,315,내복,90,mg
