영문공항명,한글공항명,공항코드1(IATA),공항코드2(ICAO),지역,영문국가명,한글국가명,영문도시명
Mariscal Lamar Airport,마리스칼 라마르 공항,CUE,SECU,중남미,Ecuador,에콰도르,Cuenca
Mariscal Sucre International Airport,마리스칼 수쿠레 국제공항,UIO,SEQM,중남미,Ecuador,에콰도르,Quito
Markovo Airport,마르코보 공항,KVM,UHMO,유럽,Russia,러시아,Markovo 
Maroochydore Airport,마로카이도어 공항,MCY,YBSU,대양주,Australia,오스트레일리아,Maroochydore
Marsa Alam Airport,마사 알람 공항,RMF,HEMA,아프리카,Egypt,이집트,Marsa Alam
Marudi Airport,마루디 공항,MUR,WBGM,아시아,Malaysia,말레이시아,Marudi 
Masbate Airport,마스바트 공항,MBT,RPVJ,아시아,Philippines,필리핀,Masbate
Mashhad International Airport ,마슈하드 국제공항 ,MHD,OIMM,중동,Iran,이란,Mashhad
Matacan Airport,마타칸 공항,SLM,LESA,유럽,Spain,스페인,Salamanca
Mataiva Airport,마타이바 공항,MVT,NTGV,대양주,French Plynesia,프랑스령폴리네시아,Mataiva
Mataveri International Airport,마타버리 국제공항,IPC,SCIP,중남미,Chile,칠레,Easter Island
Matecana Airport,마테카나 공항,PEI,SKPE,중남미,Colombia,콜롬비아,Pereira
Mather Airport,마더 공항,MHR,KMHR,북미,United States,미국,Sacramento CA
Mati Airport,마티 공항,DVO,RPMD,아시아,Philippines,필리핀,Davao
Matsapha International Airport,매츠파 국제공항,MTS,FDMS,아프리카,Eswatini,에스와티니,Manzini
Matsumoto Airport,마츠모토 공항,MMJ,RJAF,아시아,Japan,일본,Matsumoto
Matsuyama Airport,마츠야마 /마쯔야마 공항,MYJ,RJOM,아시아,Japan,일본,Matsuyama
Matundo Airport,마툰도 공항,TET,FQTT,아프리카,Mozambique,모잠비크,Tete
Maubeuge Elesmes Airport,모뵈주 엘레스메 공항,XME,LFQJ,유럽,France,프랑스,Maubeuge / Elesmes
Maun Airport,마운 공항,MUB,FBMN,아프리카,Botswana,보츠와나,Maun
Maupertus Airport,모페르투스 공항,CER,LFRC,유럽,France,프랑스,Cherbourg
Maupiti Airport,모피티 공항,MAU,NTTP,대양주,French Plynesia,프랑스령폴리네시아,Maupiti
Maurice Bishop International Airport ,모리스 비숍 국제공항 ,GND,TGPY,중남미,Grenada,그라나다,St Georges
Maya Maya Airport,마야 마야 공항,BZV,FCBB,아프리카,Democratic Republic of Congo,콩고 민주공화국,Brazzaville
Mayor Pnp Nancy Flore Airport,낸시 플로어 공항,MZA,SPMF,중남미,Peru,페루,Mazamari 
Mazamet Airport,마자메 공항,DCM,LFCK,유럽,France,프랑스,Castres / Mazamet
Mccarran International Airport,맥커란 국제공항,LAS,KLAS,북미,United States,미국,Las Vegas NV
McGhee Tyson Airport,맥기 타이슨 공항,TYS,KTYS,북미,United States,미국,Knoxville TN
Meadows Field Airport,미도우즈 필드 공항,BFL,KBFL,북미,United States,미국,Bakersfield CA
Mecheria Airport,메케리아 공항,MZW,DAAY,아프리카,Algeria,알제리,Mechria
Medicine Hat Airport,메디슨햇 공항,YXH,CYXH,북미,Canada,캐나다,Medicine Hat AB
Medis Airport,메디 공항,RYN,LFCY,유럽,France,프랑스,Royan / Medis
Mediterranee Airport,메디테라니 공항,MPL,LFMT,유럽,France,프랑스,Montpellier
Megeve Airport,메게베 공항,MVV,LFHM,유럽,France,프랑스,Megeve
Mehamn Airport,메함 공항,MEH,ENMH,유럽,Norway,노르웨이,Mehamn
Mehrabad International Airport,메드라밧 국제공항,THR,OIII,중동,Iran,이란,Tehran
Meixian Airport,메이시안 공항,MXZ,ZGMX,아시아,Macao,마카오,Meixian
Melbourne International Airport,멜버른 국제공항,MLB,KMLB,북미,United States,미국,Melbourne FL
Melilla Airport,멜리야 공항,MLN,GEML,유럽,Spain,스페인,Melilla
Melita Airport,멀리타 공항,DJE,DTTJ,아프리카,Tunisia,튀니지,Djerba
Memanbetsu Airport,메만베쓰 /메만베쯔 공항,MMB,RJCM,아시아,Japan,일본,Memanbetsu
Memmingen Airport,멤밍겐 공항,FMM,EDJA,유럽,Germany,독일,Memmingerberg
Memphis International Airport,멤피스 국제공항,MEM,KMEM,북미,United States,미국,Memphis TN
Menara Airport,메나라 공항,RAK,GMMX,아프리카,Morocco,모로코,Marrakech
Menorca Airport,메노르카 공항,MAH,LEMH,유럽,Spain,스페인,Menorca
Mercedita Airport,메르세디타 공항,PSE,TJPS,중남미,Puerto Rico,푸에르토리코,Ponce
Merimbula Airport,메림불라 공항,MIM,YMER,대양주,Australia,오스트레일리아,Merimbula
Mersa Matruh Airport,메르사마트루 공항,MUH,HEMM,아프리카,Egypt,이집트,Mersa Matruh
Merville Calonne Airport,메르빌 칼론 공항,HZB,LFQT,유럽,France,프랑스,Merville / Calonne
metropolitan area2,메트로폴리탄에어리어,RIO,,중남미,Brazil,브라질,Rio De Janeiro
Metz Nancy Lorraine Airport,메스 낭시 로레인 공항,ETZ,LFJL,유럽,France,프랑스,Metz
Meucon Airport,뫼숑 공항,VNE,LFRV,유럽,France,프랑스,Vannes
Mfuwe Airport,엠푸베 공항,MFU,FLMF,아프리카,Zambia,잠비아,Mfuwe
Miami International Airport,마이애미 국제공항,MIA,KMIA,북미,United States,미국,Miami FL
Mianyang Nanjiao Airport,면양 남경 공항,MIG,ZUMY,아시아,Macao,마카오,Mianyang
Miguel Hidalgo Airport,미구엘 히달고 공항,GDL,MMGL,중남미,Mexico,멕시코,Guadalajara
Miho Airport,미호 공항,YGJ,RJOH,아시아,Japan,일본,Yonago
Milas Airport,밀라스 공항,BJV,LTFE,유럽,Turkey,터키,Bodrum
Mildura Airport,밀두라 공항,MQL,YMIA,대양주,Australia,오스트레일리아,Mildura
Milos Island National Airport,밀로스 아일랜드 내셔널 공항,MLO,LGML,유럽,Greece,그리스,Milos
Minangkabau International Airport,미낭카바우 국제공항,PDG,WIPT,아시아,Indonesia,인도네시아,Padang
Minatitlan / Coatzacoalcos National Airport,미나티틀란 코아차콜코스 내셔널 공항,MTT,MMMT,중남미,Mexico,멕시코,Minatitlan
Mineralnye Vody Airport,미네랄예 보디 공항,MRV,URMM,유럽,Russia,러시아,Mineralnye Vody
Mingaladon Airport,밍갈라돈 공항,RGN,VYYY,아시아,Myanmar,버마,Yangon
Ministro Pistarini Airport ,미니스트로 피스타리니 공항 ,EZE,SAEZ,중남미,Argentina,아르헨티나,Buenos Aires
Ministro Victor Konder International Airport,미니스터 빅토 컨더 국제공항,NVT,SBNF,중남미,Brazil,브라질,Navegantes
Minna Airport,민나 공항,MXJ,DNMN,아프리카,Nigeria,나이지리아,Minna
Minneapolis St Paul International Airport,미니애폴리스 세인트폴 국제공항,MSP,KMSP,북미,United States,미국,Minneapolis MN
Minsk International 2 Airport,민스크 2 국제공항,MSQ,UMMS,유럽,Belarus,벨로루시,Minsk
Miquelon Airport,미끌롱 공항,MQC,LFVM,북미,Saint Pierre and Miquelon,생피에르미클롱,MIQUELON ISLAND
Miraflores Airport,미라플로레스 공항,MFS,SKMF,중남미,Colombia,콜롬비아,Miraflores
Miramare Airport,미라마레 공항,RMI,LIPR,유럽,Italy,이탈리아,Rimini
Mirecourt Airport,미레쿠 공항,EPL,LFSG,유럽,France,프랑스,Vosges
Miri Airport,미리 공항,MYY,WBGR,아시아,Malaysia,말레이시아,Miri
Mirny Airport,미르느이 공항,MJZ,UERR,유럽,Russia,러시아,Mirny
Misawa Air Base / Misawa Airport,미사와 공항,MSJ,RJSM,아시아,Japan,일본,Misawa
Miyakejima Airport,미아케지마 공항,MYE,RJTQ,아시아,Japan,일본,Miyakejima
Miyazaki Airport,미야자키 공항,KMI,RJFM,아시아,Japan,일본,Miyazaki
Mobile Regional Airport,모빌 지역공항,MOB,KMOB,북미,United States,미국,Mobile AL
Mocimboa da Praia Airport,모킴보아드프라이아 공항,MZB,FQMP,아프리카,Mozambique,모잠비크,Mocimboa da praia
Moenjodaro Airport,모헨조다로 공항,MJD,OPMJ,아시아,Pakistan,파키스탄,Moenjodaro
Mogador Airport,모가도 공항 ,ESU,GMMI,아프리카,Morocco,모로코,Essaouira
Mohamed V Airport,모하메드 V 공항,CMN,GMMN,아프리카,Morocco,모로코,Casablanca
Mohe Gulian Airport,모헤 굴리안 공항,OHE,ZYMH,아시아,Macao,마카오,Mohe
Moi International Airport ,모이 국제공항,MBA,HKMO,아프리카,Kenya,케냐,Mombasa
Moises Benzaquen Rengifo Airport,모세스 벤자켄 렝기포 공항,YMS,SPMS,중남미,Peru,페루,Yurimaguas 
Mokraya Airport,모크라야 공항,OZH,UKDE,유럽,Ukraine,우크라이나,Zaporozhye
Monaco Heliport,모나코 헬리포트,MCM,LNMC,유럽,Monaco,모나코,Monaco
Monbetsu Airport,몬베쓰 공항,MBE,RJEB,아시아,Japan,일본,Monbetsu
Montbeliard Courcelles Airport,몽벨리아르 쿠첼라 공항,XMF,LFSM,유럽,France,프랑스,Montbeliard
Mont-Dauphin-Saint-Crepin Airport,몽도 핀-생크 레핀 공항,SCP,LFNC,유럽,France,프랑스,Saint-Crepin
Monterey Peninsula Airport,몬터레이 페닌슬라 공항,MRY,KMRY,북미,United States,미국,Monterey CA
Montes Claros Airport,몬테클라로스 공항,MOC,SBMK,중남미,Brazil,브라질,Montes Claros
Montichiari Airport ,몬티치아리 공항 ,VBS,LIPO,유럽,Italy,이탈리아,Montichiari
Montreal - Pierre Elliott Trudeau International Airport,몬트리얼 피에르 엘리엇 트루도 국제공항,YUL,CYUL,북미,Canada,캐나다,Montreal QC
Montreal-Mirabel International Airport,미라벨 공항,YMX,CYMX,북미,Canada,캐나다,Montreal QC
Montrose Regional Airport,몬트로즈 지역공항,MTJ,KMTJ,북미,United States,미국,Montrose CO
Moorabbin Airport,무라빈 공항,MBW,YMMB,대양주,Australia,오스트레일리아,Melbourne
Mora Airport,모라 공항,MXX,ESKM,유럽,Sweden,스웨덴,Mora
Moranbah Airport,모란바 공항,MOV,YMRB,대양주,Australia,오스트레일리아,Moranbah
Moree Airport,모리 공항,MRZ,YMOR,대양주,Australia,오스트레일리아,Moree
Morlaix Ploujean Airport,모리아이스 플루쟁 공항,MXN,LFRU,유럽,France,프랑스,Morlaix / Ploujean
Mornington Island Airport,모닝턴 아일랜드 공항,ONG,YMTI,대양주,Australia,오스트레일리아,Mornington Island
Moruya Airport,모루야 공항,MYA,YMRY,대양주,Australia,오스트레일리아,Moruya
"Moss Airport, Rygge/Rygge Air Station","모스공항, 리지/라이게 공항",RYG,ENRY,유럽,Norway,노르웨이,Moss
Mostar International Airport,모스타르 국제공항,OMO,LQMO,유럽,Bosnia and Herzegovina,보스니아 헤르체고비나,Mostar
Motu-Mute Airport,모투 무테 공항,BOB,NTTB,대양주,French Plynesia,프랑스령폴리네시아,Bora Bora
Moue Airport,모우에 공항,ILP,NWWE,대양주,New Caledonia,뉴칼레도니아,He des Pins
Moulay Ali Cherif Airport,뮬랴이 알리 쉐리프 공항,ERH,GMFK,아프리카,Morocco,모로코,Errachidia
Moulins Montbeugny Airport,물랭-몽베르구니공항,XMU,LFHY,유럽,France,프랑스,Moulins / Montbeugny
Mount Gambier Airport,마운트겜비어 공항,MGB,YMTG,대양주,Australia,오스트레일리아,Limestone Coast
Mount Isa Airport,마운트이사 공항,ISA,YBMA,대양주,Australia,오스트레일리아,Mount Isa
Mount Sinai Airport,마운트 시나이 공항,SKV,HESC,아프리카,Egypt,이집트,St. Catherine
Moussa Nakhl Tobias-Bauru/Arealva State Airport,Moussa Nakhl 토비아스-바우루 / Arealva State Airport,JTC,SBAE,중남미,Brazil,브라질,Bauru
Mpacha Airport,엠파챠 공항,MPA,FYMP,아프리카,Namibia,나미비아,Katima Mulilo
Mtwara Airport,므타라 공항,MYW,HTMT,아프리카,Tanzania,탄자니아,Mtwara
Muan International Airport,무안 국제공항,MWX,RKJB,아시아,Republic of Korea,대한민국,Muan
Mudanjiang Airport,무단장 공항,MDG,ZYMD,아시아,Macao,마카오,Mudanjiang
Mukah Airport,무카 공항,MKM,WBGK,아시아,Malaysia,말레이시아,Mukah 
Mukhino Airport,무키노 공항,UUD,UIUU,유럽,Russia,러시아,Ulan-Ude
Multan International Airport,물탄 국제공항,MUX,OPMT,아시아,Pakistan,파키스탄,Multan
Mulu Airport,무루 공항,MZV,WBMU,아시아,Malaysia,말레이시아,Mulu
Mundo Maya International Airport,문도 마야 국제공항,FRS,MGMM,중남미,Guatemala,과테말라,Flores 
Munich International Airport,뮌헨 국제공항,MUC,EDDM,유럽,Germany,독일,Munich
Munster Osnabruck International Airport,먼스토 오스나브룩 국제공항,FMO,EDDG,유럽,Germany,독일,Muenster
Murmansk Airport,무르만스크 공항,MMK,ULMM,유럽,Russia,러시아,Murmansk
Murtala Muhammed Airport,무탈라 무하메드 공항,LOS,DNMM,아프리카,Nigeria,나이지리아,Lagos
Mus Airport,무슈 공항,MSR,LTCK,유럽,Turkey,터키,Mus
Mwanza Airport,므완자 공항,MWZ,HTMW,아프리카,Tanzania,탄자니아,Mwanza
Mykolaiv Airport,미콜라이프 공항,NLV,UKON,유럽,Ukraine,우크라이나,Nikolaev
Mykonos Island National Airport,미코노스 아일랜드 내셔널 공항,JMK,LGMK,유럽,Greece,그리스,Mikonos
Myrtle Beach International Airport,머틀 비치 국제 공항,MYR ,KMYR,북미,United States,미국,Myrtle Beach SC
Mysore Airport,마이소르 공항,MYQ,VOMY,아시아,India,인도,Mysore
Mytilene International Airport ,미틸렌 국제공항 ,MJT,LGMT,유럽,Greece,그리스,Mytilene
N. Kazantzakis Airport,니코스 카잔카키스 공항,HER,LGIR,유럽,Greece,그리스,Heraklion
Nacala Airport,나칼라 공항,MNC,FQNC,아프리카,Mozambique,모잠비크,Nacala
Nadi International Airport,나디 국제공항,NAN,NFFN,대양주,Fiji,피지,Nadi
Nador International Airport ,나도르 국제공항,NDR,GMMW,아프리카,Morocco,모로코,Nador
Nadym Airport,나임 공항,NYM,USMM,유럽,Russia,러시아,Nadym
Naga Airport,나가 공항,WNP,RPUN,아시아,Philippines,필리핀,Naga
Nagasaki Airport,나가사키 공항,NGS,RJFU,아시아,Japan,일본,Nagasaki
Naha Airport,나하 공항,OKA,ROAH,아시아,Japan,일본,Naha
Najran Domestic Airport,네란 국내공항,EAM,OENG,중동,Saudi Arabia,사우디아라비아,Nejran
Nakashibetsu Airport,나가시베쓰 공항,SHB,RJCN,아시아,Japan,일본,Nakashibetsu
Nakhichevan Airport,나히체반 공항,NAJ,UBBN,아시아,Azerbaijan,아제르바이잔,Nakhchivan
Nakhon Phanom Airport,나콘파놈 공항,KOP,VTUW,아시아,Thailand,태국,Nakhon Phanom
Nakhon Ratchasima Airport,낙혼랏챠시마 공항,NAK,VTUQ,아시아,Thailand,태국,Nakhon Ratchasima
Nal Airport,나일 공항,BKB,VIBK,아시아,India,인도,Bikaner
Nampula Airport,남풀라 공항,APL,FQNP,아프리카,Mozambique,모잠비크,Nampula
Namsos Airport,남소스 공항,OSY,ENNM,유럽,Norway,노르웨이,Namsos
Nan Airport,난 공항,NNT,VTCN,아시아,Thailand,태국,Nan
Nanaimo Airport,너나이모 공항,YCD,CYCD,북미,Canada,캐나다,Nanaimo BC
Nanchang International Airport,난창 국제공항,KHN,ZSCN,아시아,Macao,마카오,Nanchang
Nanchong Airport,난충 공항,NAO,ZUNC,아시아,Macao,마카오,Nanchong
Nancy Essey Airport,낭시 에시 공항,ENC,LFSN,유럽,France,프랑스,Nancy
Nanded Airport,난데드 공항,NDC,VAND,아시아,India,인도,Nanded
Nangan Airport,낭안 공항,LZN,RCFG,아시아,Chinese Taipei,대만,Nangan 
Nanjing Lukou International Airport,난징 루쿠 국제공항,NKG,ZSNJ,아시아,Macao,마카오,Nanjing
Nanki-Shirahama Airport,난키 시라하마 공항,SHM,RJBD,아시아,Japan,일본,Shirahama
Nanning Wuxu International Airport,난닝 웍슈 국제공항,NNG,ZGNN,아시아,Macao,마카오,Nanning
Nanping Wuyishan Airport ,난핑 우이산 공항 ,WUS,ZSWY,아시아,Macao,마카오,Wuyishan
Nantong Xingdong Airport,난퉁 신동 공항,NTG,ZSNT,아시아,Macao,마카오,Nantong
Nanyang Airport,난양 공항,NNY,ZHNY,아시아,Macao,마카오,Nanyang
Nanyuan Airport,난유안 공항,NAY,ZBNY,아시아,China,중국,Beijing Nanyuan
Naples Airport,나폴리 공항,APF ,KAPF,북미,United States,미국,Naples FL
Naples International Airport ,나폴리 국제공항,NAP,LIRN,유럽,Italy,이탈리아,Naples
Napoca Airport,나포카 공항,CLJ,LRCL,유럽,Romania,루마니아,Cluj
Napuka Airport,나푸카 공항,NAU,NTGN,대양주,French Plynesia,프랑스령폴리네시아,Napuka
Narathiwat Airport,나라티왓 공항,NAW,VTSC,아시아,Thailand,태국,Narathiwat
Narita Airport,나리타 공항,NRT,RJAA,아시아,Japan,일본,Tokyo
Narrandera Airport,나란데라 공항,NRA,YNAR,대양주,Australia,오스트레일리아,Narrandera
Nashik Airport,나식 공항,ISK,VAOZ,아시아,India,인도,Nashik 
Nashville International Airport,내슈빌 국제공항,BNA,KBNA,북미,United States,미국,Nashville TN
Nassau International Airport,나사우 국제공항,NAS,MYNN,중남미,Bahamas,바하마,Nassau
Natrona County International Airport,내트로나 카운티 국제공항,CPR,KCPR,북미,United States,미국,Casper WY
Nausori International Airport,나우조리 국제공항,SUV,NFNA,대양주,Fiji,피지,Nausori
Navoi International Airport,나보이 국제공항,NVI,UTSA,아시아,Uzbekistan,우즈베키스탄,Navoiy
Nawabshah Airport,나왑샤 공항,WNS,OPNH,아시아,Pakistan,파키스탄,Nawabshah
Naxos Island National Airport,낙소스 아일랜드 내셔널 공항,JNX,LGNX,유럽,Greece,그리스,Naxos
Naypyidaw Airport,Naypyidaw 공항,NYT,VYNT,아시아,Myanmar,버마,Naypyidaw
Ndola Airport,은돌라 공항,NLA,FLND,아프리카,Zambia,잠비아,Ndola
Nea Anchialos Airport,네아 안키알로스 공항,VOL,LGBL,유럽,Greece,그리스,Volos
Nefta Airport,네플라 공항,TOE,DTTZ,아프리카,Tunisia,튀니지,Tozeur
Neom Airport,네옴 공항,NUM,OENN,중동,Saudi Arabia,사우디아라비아,Neom 
Netaji Subhas Chandra Airport,네타지 쉽하스 챤드라 공항,CCU,VECC,아시아,India,인도,Calcutta
Neuquen Airport,네우켄 공항,NQN,SAZN,중남미,Argentina,아르헨티나,Neuquen
Nevers Fourchambault Airport,네버스 포쉠볼트 공항,NVS,LFQG,유럽,France,프랑스,Nevers
Nevsehir Kapadokya Airport,네브셰히르 공항,NAV,LTAZ,유럽,Turkey,터키,Nevsehir/Kapadokya
Newark Liberty International Airport,뉴왁 리버티 국제공항,EWR,KEWR,북미,United States,미국,Newark NJ
Newcastle International Airport,뉴캐슬 국제공항,NCL,EGNT,유럽,United Kingdom,영국,Newcastle
Newman Airport,뉴먼 공항,ZNE,YNWN,대양주,Australia,오스트레일리아,Newman
Newport News / Williamsburg International Airport,뉴포트 뉴스 / 윌리암스버그 국제공항,PHF,KPHF,북미,United States,미국,Newport News VA
Ngala Airport,응갈라 공항,NGL,FANG,유럽,Russia,러시아,Nogliki 
NGaoundere Airport,음 게운데레 공항,NGE,FKKN,아프리카,Cameroon,카메룬,Ngaoundere
Ngari Gunsa Airport,은리군사 공항,NGQ,ZUAL,아시아,Macao,마카오,Ngari
Ngurah Rai Airport,느구라 라이 공항,DPS,WADD,아시아,Indonesia,인도네시아,Denpasar Bali
Nhulunbuy Airport ,누휼런바이 공항 ,GOV,YPGV,대양주,Australia,오스트레일리아,Nhulunbuy
Niagara Falls International Airport,나이아가라폴스 국제공항,IAG,KIAG,북미,United States,미국,New York NY
Niau Airport,Niau 공항,NIU,NTKN,대양주,French Plynesia,프랑스령폴리네시아,Fakarava
Nicolaus Copernicus Airport ,니콜라우스 코페르니쿠스 공항,WRO,EPWR,유럽,Poland,폴란드,Wroclaw
Niigata Airport,니가타 /키가타 공항,KIJ,RJSN,아시아,Japan,일본,Niigata
