부문,수집연도,작품명(국문),작품명(영문),작품규격,제작년도,재료/기법,작품해설,작가명,메인이미지,썸네일이미지
한국화,2010,잊혀진 달동네,잊혀진 달동네,140*72*23cm,2008,한지에 먹/부조 입체,,이창원(1973),http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6191,http://collections.eseoul.go.kr/data/art/thumb/2815.jpg
한국화,2010,致虛 - 비우다,致虛 - 비우다,150 X 250,2006,한지에 수묵,,이철주,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6194,http://collections.eseoul.go.kr/data/art/thumb/2816.jpg
한국화,2010,사랑가-1,사랑가-1,140.8*200.5cm,2007,한지에 석채,,임정기,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6197,http://collections.eseoul.go.kr/data/art/thumb/2817.jpg
한국화,2010,김 치~,김 치~,140 X 160,2008,"장지에 먹, 아크릴",,정유미,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6200,http://collections.eseoul.go.kr/data/art/thumb/2818.jpg
한국화,2010,보자기 부인,보자기 부인,170 X 75,2007,"종이, 천, 안료, 염료",,정종미,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6203,http://collections.eseoul.go.kr/data/art/thumb/2819.jpg
회화,2010,삶의 무게,삶의 무게,84 X 120,1998,"종이, 천 위에 아크릴","<삶의 무게>(1998)는 한자가 쓰인 고서적을 바탕으로, 그 중앙에 깨알같이 작은 글씨가 격자 모양의 틀을 따라 적힌 장면을 고영훈 특유의 극사실주의 기법으로 그린 작품이다. 책 위에는 오래된 냄비와 찌그러진 저울이 놓여있는데, 왼쪽의 낡은 냄비는 뒤집어진 상태로 밑면이 보이며 짝 잃은 날개 한쪽이 붙어 있다. 그런가하면 그 오른편에는 찌그러진 저울의 계기판이 있다. 기울어진 바늘만이 그 무게를 짐작하게 할 뿐 계량되는 대상은 그림에 나타나지 않는다. 세월의 흔적이 느껴지는 냄비와 저울, 고서적은 모두 지나간 시간을 떠올리게 하는 도상이며, 짝을 잃어 날 수 없는 날개는 마치 현실의 한계를 상징하는 듯하다. 실재와 환영이 정확히 구분되지 않을 만큼 치밀하게 묘사되어 있는 이 작품은 사물의 낯선 결합으로 새로운 미적 체험을 선사하는 데페이즈망 기법을 통해 초현실주의적인 분위기를 전달하고 있다.",고영훈,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6206,http://collections.eseoul.go.kr/data/art/thumb/2820.jpg
회화,2010,John F. Kennedy  & Marilyn Monroe,John F. Kennedy  & Marilyn Monroe,227.3×181.8cm,2009,캔버스에 유채,,김동유,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6209,http://collections.eseoul.go.kr/data/art/thumb/2821.jpg
회화,2010,글라디올러스,글라디올러스,122×91cm,1983,캔버스에 유채,,김병기,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=30202,http://collections.eseoul.go.kr/data/art/thumb/30202.jpg
회화,2010,배꽃,배꽃,130×97cm,2009,리넨에 유채,"<배꽃>(2009)에는 배꽃들이 클로즈업되어 있는데, 전작들과는 다르게 공간과 대상과의 구분을 명확하게 정리하고 있으며 빛바랜 듯한 무채색의 영역을 줄여 우울한 느낌을 감소시키고 있다. 작가의 이전 작업들에는 주로 인물, 공간, 장소가 등장했던 반면 근작에서는 꽃이 자주 등장한다. 대상과의 객관성을 유지하며 배꽃에 담긴 개인적인 추억을 보편화된 기억으로 재구성함으로써 감상자와의 정서적 공감대를 확대시키고 있다.",김정선,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6211,http://collections.eseoul.go.kr/data/art/thumb/2823.jpg
회화,2010,잡초,Weed,190×260,2002,나무패널에 혼합매체,〈잡초〉(2002)는 파리 유학에서 돌아와 평범한 일상의 사물이 화면에 등장하기 시작한 것의 연장선에 있는 작품이다. 패널에 칠해진 흰 바탕 위에 이름을 알 수 없는 검은색 식물 형상과 더불어 그의 작품의 특징적 구성요소인 볼트 오브제가 사용되었다. 여백이 많은 바탕과 검은 식물의 형상은 수묵으로 그려낸 화조의 동양적 감수성을 불러일으키면서도 거친 필치의 표현적 성향이 두드러지는 이미지와 오브제의 병치는 정적인 무채색 화면에 역동성과 실험성을 부여한다.,김종학(1954),http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6214,http://collections.eseoul.go.kr/data/art/thumb/2824.jpg
회화,2010,Urban Utopia 08-08,Urban Utopia 08-08,130 X 160,2008,"black mirror, plain glass,  mirror ink, mixed color,  laminate",,김준기,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6215,http://collections.eseoul.go.kr/data/art/thumb/2825.jpg
회화,2010,정(靜),정(靜),162×129.5cm,1968,캔버스에 유채,,남관,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6217,http://collections.eseoul.go.kr/data/art/thumb/2826.jpg
회화,2010,전자정원,전자정원,72.7×91.9cm,2005,캔버스에 혼합매체,"<전자정원>(2005)은 고장난 마우스로 식물의 형상을 만들어 꾸민 박세진의 ‘전자정원’ 시리즈 중 하나다. 작가는 떡을 찌거나 콩나물을 기르는 전통 시루를 화분처럼 놓고 그 안에서 뻗어 나온 식물처럼 마우스들을 배치해 오브제 설치작업을 제작한 뒤에 그 사진을 바탕색이 칠해진 캔버스 위에 다시 프린트했다. 회화와 사진, 평면과 입체, 아날로그와 디지털이 혼재된 박세진의 작업방식은 현실과 가상세계를 자유롭게 넘나드는 동시대 디지털문화의 추세를 반영한 것이다. 본래 컴퓨터의 부속품인 마우스를 예술의 재료로 재활용하는 것 역시 인간과 인공물의 조화를 꾀하려는 시도다. 화면 속에서 완전히 시들어버린 식물처럼 연출된 마우스는 무분별하게 버려지는 산업폐기물과 그로 인한 환경오염 문제를 환기시키며 기술발전의 환상 속에 부재하는 환경의식을 드러내고 있다.",박세진(1962),http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6218,http://collections.eseoul.go.kr/data/art/thumb/2827.jpg
회화,2010,"Layers, Dimensions","Layers, Dimensions",162×130.3cm,2009,캔버스에 점착시트,,박종규,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6219,http://collections.eseoul.go.kr/data/art/thumb/2828.jpg
회화,2010,Rhythm,Rhythm,152×121.5×11.3cm,2009,패널에 유채,,박현수,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=14300,http://collections.eseoul.go.kr/data/art/thumb/14300.jpg
회화,2010,무제-2010,Untitled-2010,130×211.5cm,2010,캔버스에 유채,,신문용,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6223,http://collections.eseoul.go.kr/data/art/thumb/2830.jpg
회화,2010,6월의 양귀비,6월의 양귀비,74 X 92,2009,oil on canvas,"<6월의 양귀비>(2009)는 붉은 꽃의 이미지를 화면 가득 병렬 배치한 작품이다. 꽃은 오수경이 가장 주력해온 주제로, 자신의 아버지였던 오승윤(1939-2006)으로부터 직접 가르침을 받았다고 한다. 오수경의 초기 작업이 실제의 풍경을 간결하게 추상화시키는 방식으로 이루어졌던 반면 최근 작품들은 배경과 형상의 구분이 없는 가운데 패턴화된 이미지를 전면에 배치시키는 방식으로의 변화를 보이고 있는데, 그러한 경향이 잘 나타난 작품이다.",오수경,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6224,http://collections.eseoul.go.kr/data/art/thumb/2831.jpg
회화,2010,"숲, 바람- 默 2009","The Forest, The Wind-Silence 2009",117×234cm,2009,캔버스에 아크릴릭,"<숲, 바람-默 2009>(2009)는 대형 캔버스를 좌우 화면으로 구획하고, 전면에 점을 찍어 만들었다. 색점의 중첩에 의한 밀도 변화는 모노톤의 화면 가운데 어렴풋한 형상을 떠오르게 한다. 작품 제목에서 나타나듯 소란스럽지 않게 시간과 계절의 변화를 맞이하는 숲의 이미지를 그렸다. 미술평론가 김복영은 자연 속에서 손으로 하나하나 점을 찍어내는 그의 작업 방식을 두고 “번잡한 마음과 욕망을 비운 채 은자의 자태로 구도(求道)를 실천”한다고 설명한 바 있다.",유병훈,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6227,http://collections.eseoul.go.kr/data/art/thumb/2832.jpg
회화,2010,PIN 20090811,PIN 20090811,65×200cm,2009,"나무에 못, 아크릴릭",,유봉상,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6228,http://collections.eseoul.go.kr/data/art/thumb/2833.jpg
회화,2010,PIN 20090330,PIN 20090330,65×200cm,2009,"나무에 못, 아크릴릭",,유봉상,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=19550,http://collections.eseoul.go.kr/data/art/thumb/19550.jpg
회화,2010,"자연의 해석-생성, 소멸","자연의 해석-생성, 소멸",72.7×90.7cm(×3개),2009,캔버스에 혼합매체,"<자연의 해석-생성?소멸>(2009)은 작가가 자연의 생성과 소멸의 장소를 여성의 자궁에서 꽃으로 옮겨 그리기 시작한 초기의 작품이다. 이 작품은 꽃의 수술이 있는 중심 부분을 클로즈업 하여 각기 다른 각도에서 그린 3점의 회화를 하나로 묶은 것이다. 첫 번째 작품은 꽃의 중심부를 위로 향하게 두었고,  두 번째는 꽃의 중심부를 정면을 향하게 두었으며, 마지막 작품에서는 위에서 아래로 향하게 두었다.  작가는 이러한 꽃의 이미지에 대하여 “어머니의 배와 여성의 자궁 이미지를 차용해 뱃 속에서 꿈틀대는 태아의 움직임이나 진동을 꽃에서 잡아냈다”고 말하며, “꽃을 통해 서로 대립적인 것들을 나열함으로써 생명의 생성과 소멸을 표현하고 싶다”고 설명했다.",이금희,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6230,http://collections.eseoul.go.kr/data/art/thumb/2835.jpg
회화,2010,生의空間,生의空間,97 X 162,2009,캔버스에 아크릴릭,,이기전,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6233,http://collections.eseoul.go.kr/data/art/thumb/2836.jpg
회화,2010,icon,icon,91×182cm,2009,"캔버스에 아크릴릭, 레진 오브제",,이동재,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6236,http://collections.eseoul.go.kr/data/art/thumb/2837.jpg
회화,2010,핵 '77,Core '77,173.7×130.9cm,1968,캔버스에 유채,,이승조,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6237,http://collections.eseoul.go.kr/data/art/thumb/2838.jpg
회화,2010,덴마크 여왕,Denmark Queen,120×100cm,2008,C-프린트,,이이남,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6238,http://collections.eseoul.go.kr/data/art/thumb/2839.jpg
회화,2010,97,97,106×135×7,1990,"혼합매체(카세인, 세리그라프, 종이, 나무)",,이자경,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6239,http://collections.eseoul.go.kr/data/art/thumb/2840.jpg
회화,2010,Show-window story,Show-window story,80×130cm,2009,캔버스에 유채,,이흠,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6242,http://collections.eseoul.go.kr/data/art/thumb/2841.jpg
회화,2010,삶은 즐거워 Ⅰ,삶은 즐거워 Ⅰ,110.5*192.2cm,1992,캔버스에 유채,,장두건,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6245,http://collections.eseoul.go.kr/data/art/thumb/2842.jpg
회화,2010,나무,Tree,40×31.5cm,1989,캔버스에 유채,"〈나무〉(1989)에는 둥근 나무 두 그루가 대칭적으로 배치되어 있으며, 그 위로 새와 해가 그려져 있다. 원근법을 따르지 않는 평면적 구도이지만, 나무, 새, 해의 극단적인 크기 대비와 건물처럼 위로 쌓이는 위계에 따라 거리감이 암시적으로 드러난다. 아랫부분에 지나가는 사람과 작은 개의 방향성은 자칫 지루할 수 있는 대칭적 구도에 작은 파격을 더하여 작품에 생동감을 주고 전체적인 조화를 완성한다. 화면에 구현된 이러한 공간감은 현실적인 풍경으로는 보이지 않는다. 하지만 자연 속에 자그마한 집이 있고, 그 속에서 인간과 동물이 함께하는 모습은 인간과 자연의 공생과 합일이라는 이상적 삶을 지향하는 작가의 세계관의 표상이다.",장욱진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6246,http://collections.eseoul.go.kr/data/art/thumb/2843.jpg
회화,2010,Time-Space,Time-Space,가변 84 X 164,2009,Canvas-Relief,,장재철,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6247,http://collections.eseoul.go.kr/data/art/thumb/2844.jpg
회화,2010,아라크네의 부엌,Sympathiser avec la cusine,96.5×193.5cm,2009,캔버스에 아크릴릭,,장혜정,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6248,http://collections.eseoul.go.kr/data/art/thumb/2845.jpg
회화,2010,Overflow,Overflow,193.9 X 130.3,2010,"캔버스에 아크릴릭, 디지털 프린트",,정경미,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6249,http://collections.eseoul.go.kr/data/art/thumb/2846.jpg
회화,2010,No.4 Soul,No.4 Soul,183×393,2009,흑연스틱을 사용한  프로타주기법,,정명국,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=19499,http://collections.eseoul.go.kr/data/art/thumb/19499.jpg
회화,2010,광야,광야,193.9×259.1cm,2004,캔버스에 아크릴릭,,조문자,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6251,http://collections.eseoul.go.kr/data/art/thumb/2848.jpg
회화,2010,기하학적 칼 드로잉 09-03-09,기하학적 칼 드로잉 09-03-09,150.5 X 123.2,2009,"폴리에스터 베이스 초 광택 컬러사진 유제면 위에 나이핑, 칼,  에나멜, UV 바니쉬",,조병왕,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6252,http://collections.eseoul.go.kr/data/art/thumb/2849.jpg
회화,2010,The temperature of romance,The temperature of romance,100×120×8cm,2007,캔버스에 유채,,주진스(Zhu Jinshi),http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=29987,http://collections.eseoul.go.kr/data/art/thumb/29987.jpg
회화,2010,Abstraktes Bild 22-35-A-1,Abstraktes Bild 22-35-A-1,200×120cm,2003,캔버스에 뷰텍잉크,,코디 최,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6256,http://collections.eseoul.go.kr/data/art/thumb/2851.jpg
회화,2010,Mutatis Mutandis ll,Mutatis Mutandis ll,172.7×172.7cm,1999,리넨에 아크릴릭,,폴 헉슬리(Paul Huxley),http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6259,http://collections.eseoul.go.kr/data/art/thumb/2852.jpg
회화,2010,생명의 변주,variation of life,170×132cm,2009,나무에 유채,,현정아,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=6260,http://collections.eseoul.go.kr/data/art/thumb/2853.jpg
