순서,시설ID,컨텐츠 명,사용유무,테마 타입,x 좌표,y 좌표,좌표 배열,좌표타입,메인 이미지,새 주소,구 주소,우편번호,국가 지점 번호,테마 명,거리,업데이트 일,등록일,이미지 URL1,이미지 URL2,이미지 URL3,이미지 URL4,이미지 URL5,동영상 URL,음성파일 URL,평가 점수,평가자 인원,상세정보 이름 1,상세정보 값 1,상세정보 이름 2,상세정보 값 2,상세정보 이름 3,상세정보 값 3,상세정보 이름 4,상세정보 값 4,상세정보 이름 5,상세정보 값 5,상세정보 이름 6,상세정보 값 6,상세정보 이름 7,상세정보 값 7,상세정보 이름 8,상세정보 값 8,상세정보 이름 9,상세정보 값 9,상세정보 이름 10,상세정보 값 10
1719,홍대전철역 8번출구,자전거 일반거치대,사용,일반,126.9246619,37.5573213,[],Point,,서울특별시 마포구 양화로 176,서울특별시 마포구 동교동 155-6,4051,,(친환경)자전거 편의시설,5049.69634,2022.1.19 14:52,2022.1.19 14:52,,,,,,,,,,운영시간,24시간,설치지역,지하철역|,상세위치,홍대전철역 8번출구,설치유형(*공기주입기와 주차장 만 선택하세요.),,설치/이용가능대수,30대(비지붕형),운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,마포구청 교통행정과,마포구청 교통행정과
1720,서대문구_거치대_004,자전거 일반거치대,사용,일반,126.958035,37.57416953,[],Point,,서울특별시 종로구 통일로 244-1,서울특별시 서대문구 현저동 102-27,3030,,(친환경)자전거 편의시설,1944.081364,2022.1.20 10:16,2022.1.20 10:16,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
1721,서대문구_거치대_011,자전거 일반거치대,사용,일반,126.9448882,37.58802419,[],Point,,서울특별시 서대문구 통일로 437-1,서울특별시 서대문구 홍제동 161-1,3646,,(친환경)자전거 편의시설,3818.93059,2022.1.20 10:59,2022.1.20 10:59,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
1722,서대문구_거치대_008,자전거 일반거치대,사용,일반,126.9145466,37.5691996,[],Point,,서울특별시 서대문구 수색로 34-17,서울특별시 서대문구 남가좌동 294-13,3712,,(친환경)자전거 편의시설,6035.998036,2022.1.20 10:20,2022.1.20 10:20,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
1723,홍대전철역 KT옆,자전거 일반거치대,사용,일반,126.9244576,37.5575648,[],Point,,서울특별시 마포구 양화로 175,서울특별시 마포구 동교동 156-16,3994,,(친환경)자전거 편의시설,5066.712583,2022.1.20 9:22,2022.1.20 9:19,,,,,,,,,,운영시간,24시간,설치지역,기타|,상세위치,홍대전철역 KT옆,설치유형(*공기주입기와 주차장 만 선택하세요.),,설치/이용가능대수,130대(비지붕형),운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,마포구청 교통행정과,마포구청 교통행정과
1724,마포구청역 6번출구,자전거 일반거치대,사용,일반,126.9031815,37.56261486,[],Point,,서울특별시 마포구 방울내로11길 43,서울특별시 마포구 망원동 471-39,3961,,(친환경)자전거 편의시설,7153.000517,2022.1.20 11:06,2022.1.20 11:06,,,,,,,,,,운영시간,24시간,설치지역,지하철역|,상세위치,마포구청역 6번출구,설치유형(*공기주입기와 주차장 만 선택하세요.),,설치/이용가능대수,210대(지붕형),운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,마포구청 교통행정과,마포구청 교통행정과
1725,서대문구_거치대_002,자전거 일반거치대,사용,일반,126.9665938,37.56535772,[],Point,,서울특별시 서대문구 충정로 76,서울특별시 서대문구 충정로2가 138,3738,,(친환경)자전거 편의시설,819.071919,2022.1.20 9:57,2022.1.20 9:57,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
1726,양화진공원 입구,자전거 일반거치대,사용,일반,126.911633,37.54563085,[],Point,,서울특별시 마포구 토정로 8-1,서울특별시 마포구 합정동 137-2,4085,,(친환경)자전거 편의시설,6572.497395,2022.1.20 9:44,2022.1.20 9:44,,,,,,,,,,운영시간,24시간,설치지역,기타|,상세위치,양화진공원 입구,설치유형(*공기주입기와 주차장 만 선택하세요.),,설치/이용가능대수,15대(비지붕형),운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,마포구청 교통행정과,마포구청 교통행정과
1727,서대문구_거치대_001,자전거 일반거치대,사용,일반,126.966191,37.56595154,[],Point,,서울특별시 서대문구 통일로 127,서울특별시 서대문구 충정로2가 8-3,3735,,(친환경)자전거 편의시설,869.271597,2022.1.20 9:54,2022.1.20 9:54,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
1728,서대문구_거치대_007,자전거 일반거치대,사용,일반,126.9152481,37.5689393,[],Point,,서울특별시 서대문구 수색로 27,서울특별시 서대문구 남가좌동 293-3,3715,,(친환경)자전거 편의시설,5963.948212,2022.1.20 10:19,2022.1.20 10:19,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
1729,서대문구_거치대_010,자전거 일반거치대,사용,일반,126.9431903,37.58939406,[],Point,,서울특별시 서대문구 통일로 461,서울특별시 서대문구 홍제동 161-1,3636,,(친환경)자전거 편의시설,4037.087054,2022.1.20 10:22,2022.1.20 10:22,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
1730,마포구청역 4번출구,자전거 일반거치대,사용,일반,126.9044117,37.56258164,[],Point,,,서울특별시 마포구 성산동 279-20,,,(친환경)자전거 편의시설,7030.082477,2022.1.20 10:43,2022.1.20 10:43,,,,,,,,,,운영시간,24시간,설치지역,지하철역|,상세위치,마포구청역 4번출구,설치유형(*공기주입기와 주차장 만 선택하세요.),,설치/이용가능대수,20대(비지붕형),운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,마포구청 교통행정과,마포구청 교통행정과
1731,마포구청역 3번출구,자전거 일반거치대,사용,일반,126.9043922,37.56298376,[],Point,,서울특별시 마포구 성산로2길 54,서울특별시 마포구 성산동 354-5,3965,,(친환경)자전거 편의시설,7031.247859,2022.1.20 10:38,2022.1.20 10:38,,,,,,,,,,운영시간,24시간,설치지역,지하철역|,상세위치,마포구청역 3번출구,설치유형(*공기주입기와 주차장 만 선택하세요.),,설치/이용가능대수,70대(비지붕형),운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,마포구청 교통행정과,마포구청 교통행정과
1732,망원전철역 1번출구,자전거 일반거치대,사용,일반,126.9106157,37.55568818,[],Point,,,서울특별시 마포구 서교동 475-24,,,(친환경)자전거 편의시설,6463.5623,2022.1.20 9:58,2022.1.20 9:58,,,,,,,,,,운영시간,24시간,설치지역,지하철역|,상세위치,망원전철역 1번출구,설치유형(*공기주입기와 주차장 만 선택하세요.),,설치/이용가능대수,65대(비지붕형),운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,마포구청 교통행정과,마포구청 교통행정과
1733,마포구청역 1번출구,자전거 일반거치대,사용,일반,126.9023569,37.56484151,[],Point,,서울특별시 마포구 월드컵로 200,서울특별시 마포구 성산동 591-8,3938,,(친환경)자전거 편의시설,7234.137216,2022.1.20 10:13,2022.1.20 10:13,,,,,,,,,,운영시간,24시간,설치지역,지하철역|,상세위치,마포구청역 1번출구,설치유형(*공기주입기와 주차장 만 선택하세요.),,설치/이용가능대수,25대수(비지붕형),운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,마포구청 교통행정과,마포구청 교통행정과
1734,서대문구_거치대_003,자전거 일반거치대,사용,일반,126.9633809,37.56068374,[],Point,,서울특별시 서대문구 충정로 18,서울특별시 서대문구 충정로3가 58-6,3742,,(친환경)자전거 편의시설,1183.319828,2022.1.20 10:04,2022.1.20 10:04,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
1735,서대문구_거치대_005,자전거 일반거치대,사용,일반,126.9560103,37.55758813,[],Point,,서울특별시 서대문구 신촌로 267-2,서울특별시 서대문구 북아현동 1015-2,3772,,(친환경)자전거 편의시설,1980.339099,2022.1.20 10:17,2022.1.20 10:17,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
1736,서대문구_거치대_006,자전거 일반거치대,사용,일반,126.9151589,37.5688816,[],Point,,서울특별시 서대문구 수색로 27,서울특별시 서대문구 남가좌동 296-12,3715,,(친환경)자전거 편의시설,5972.378571,2022.1.20 10:18,2022.1.20 10:18,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
