번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),임산부정원수,영유아정원수,임산부실면적,영유아실면적,모유수유실면적,급식시설면적,세탁실면적,목욕실면적,조리원화장실면적,사무실면적,간호사수,간호조무사수,영양사수,취사부수,미화원수,기타인원수,건물층수,지상층수,지하층수
494,산후조리업,01_01_04_P,3210000,PHMB120113210034042100001,2011.12.8,,1,영업/정상,13,영업중,,,,,537-3232,,,"서울특별시 서초구 반포동 107번지 45호 부림빌딩 7,8층","서울특별시 서초구 사평대로18길 10, 부림빌딩 7,8층 (반포동)",6575,서래 네송스 산후조리원,2020.5.25 16:18,U,2020.5.27 2:40,,199540.0586,444026.8002,8,8,551,106,37,50,38,168,9.5,27,4,19,,2,2,4,10,9,1
495,산후조리업,01_01_04_P,3210000,PHMB120123210034042100001,2012.2.1,,1,영업/정상,13,영업중,,,,,02-533-6169,,137-855,서울특별시 서초구 서초4동 1302번지 4호 2~6층,서울특별시 서초구 서운로 216 (서초동),6609,(주)사임당아모리움산후조리원,2020.9.3 16:58,U,2020.9.5 2:40,,201862.3576,444462.6261,28,28,547.8,68.32,24.33,30.54,15.2,79.2,60,38.5,6,8,,1,1,,8,6,2
496,산후조리업,01_01_04_P,3210000,PHMB120123210034042100002,2012.5.24,,1,영업/정상,13,영업중,,2019.6.1,2019.6.24,,535-3853,,137-803,서울특별시 서초구 반포4동 54번지 1호 쌍동빌딩서관 6층,"서울특별시 서초구 고무래로 22 (반포동, 쌍동빌딩서관 6층)",6593,(주)센트리움산후조리원,2019.7.4 11:10,U,2019.7.6 2:40,,200878.3422,444477.6883,17,18,417.04,46,10,41.44,10.3,,3.08,16.04,4,5,1,1,1,1,6,6,
497,산후조리업,01_01_04_P,3230000,PHMB120173230034042100001,2017.1.31,,1,영업/정상,13,영업중,,,,,02-6425-1600,,,,서울특별시 송파구 양재대로60길 3 (가락동),5708,포유문산후조리원,2017.2.2 8:53,I,2018.8.31 23:59,,210251.5905,444061.4085,23,23,340.08,39.3,14.57,54.95,17.2,,4.9,6.7,2,5,,1,2,,6,6,
498,산후조리업,01_01_04_P,3230000,PHMB120143230034042100001,2014.2.27,,1,영업/정상,13,영업중,,,,,24313535,,,,"서울특별시 송파구 충민로2길 20 (장지동, 송파산모건강증진센터)",5816,송파산모건강증진센터산후조리원,2023.4.18 11:16,U,2023.5.26 8:48,,211175.3852,441756.4844,27,27,407.33,68.7,6.88,68.7,17.96,0,15.25,18.18,6,16,0,5,6,9,3,3,0
499,산후조리업,01_01_04_P,3230000,PHMB120163230034042100001,2016.4.5,,1,영업/정상,13,영업중,,,,,02-413-0035,,,서울특별시 송파구 석촌동 24번지 3호 201호,"서울특별시 송파구 석촌호수로 210, 201호 (석촌동)",5611,베르사유산후조리원,2018.3.9 16:38,I,2018.8.31 23:59,,208805.0425,444931.8403,10,11,220.2,35.2,10.55,41.44,,,19.75,,3,4,,1,1,,2,2,
500,산후조리업,01_01_04_P,3230000,PHMB120163230034042100002,2016.10.5,,1,영업/정상,13,영업중,,,,,02-418-3727,,,,"서울특별시 송파구 백제고분로50길 7-7 (방이동, 한우리빌딩(3, 4, 5층))",5627,보네르아샤 산후조리원,2023.1.12 10:34,U,2023.5.26 8:48,,210151.3909,445852.1991,18,18,254.74,42.42,9.78,33.9,3.25,0,7.91,15.82,3,6,0,1,1,0,3,3,0
501,산후조리업,01_01_04_P,3230000,PHMB120073230034042100002,2007.2.8,,1,영업/정상,13,영업중,,,,,02-3401-3838,,138-110,서울특별시 송파구 거여동 293번지 1호 6층,"서울특별시 송파구 양산로 12 (거여동, 6층)",5787,(주)푸른잎산후조리원,2019.4.30 15:05,U,2019.5.2 2:40,,212631.9687,443089.5432,16,16,,38.4,,,,,,,3,7,,,,3,1,1,
502,산후조리업,01_01_04_P,3230000,PHMB120093230034042100001,2009.7.2,,1,영업/정상,13,영업중,,,,,414-3322,,138-840,서울특별시 송파구 삼전동 111번지 선프라지빌딩6.7층,"서울특별시 송파구 석촌호수로 156 (삼전동, 선플라자빌딩 6,7층)",5601,라렌느산후조리원,2022.1.13 18:59,U,2022.1.15 2:40,,208265.8291,444957.4634,19,19,302.79,33.41,13.3,32.59,9.62,3.77,0,8.2,4,3,0,1,0,0,8,7,1
503,산후조리업,01_01_04_P,3230000,PHMB120103230034042100001,2010.3.23,,1,영업/정상,13,영업중,,,,,4843710,,138-190,"서울특별시 송파구 석촌동 182번지 2호 4,5층","서울특별시 송파구 송파대로49길 3 (석촌동, 4,5층)",5609,라벨메르산후조리원,2018.8.31 9:50,I,2018.8.31 23:59,,209121.4518,445062.8653,15,15,378.57,52.31,9.82,,,,,,4,6,,,,,0,,
504,산후조리업,01_01_04_P,3230000,PHMB120113230034042100001,2011.5.13,,1,영업/정상,13,영업중,,,,,02-3401-1004,,138-855,서울특별시 송파구 오금동 4번지 14호,"서울특별시 송파구 중대로 317, 세우빌딩 3,4층 (오금동)",5654,소피아산후조리원,2021.7.14 10:54,U,2021.7.16 2:40,,211725.2575,445195.4821,20,20,320,54,20,57,10,33,66,10,4,2,0,2,1,2,0,0,0
505,산후조리업,01_01_04_P,3230000,PHMB120123230034042100001,2012.9.19,,1,영업/정상,13,영업중,,,,,1661-3118,,,,서울특별시 송파구 마천로 4(방이동),5645,레이나 산후조리원,2022.11.1 14:11,U,2022.11.3 2:40,,210671.7069,445341.4249,25,26,613.6,84.2,0,105.92,10.6,0,15.9,0,3,12,0,3,0,5,9,7,2
506,산후조리업,01_01_04_P,3010000,PHMB120143010033042100001,2014.12.31,,1,영업/정상,13,영업중,,,,,222316375,,,,"서울특별시 중구 다산로36길 11, 동산빌딩 6,7층 (신당동)",4585,더드림산후조리원,2023.7.31 13:48,U,2023.8.2 2:40,,201362.6956,451177.2225,12,12,255,28.17,2.5,0,9,0,8,0,4,9,0,0,1,0,7,7,0
507,산후조리업,01_01_04_P,3010000,PHMB120163010033042100001,2016.12.16,,1,영업/정상,13,영업중,,,,,260121010,,,서울특별시 중구 중림동 150번지 1호 1층,"서울특별시 중구 중림로 31, 1층 (중림동, 이화빌딩)",4506,레피리움 산후조리원(용산마포점),2020.6.17 10:50,U,2020.6.19 2:40,,197028.3806,450675.687,19,19,621.26,57.82,14.25,24.44,19.73,53.2,53.2,15.76,4,4,0,1,1,0,1,1,0
508,산후조리업,01_01_04_P,4090000,PHMB120194090023042100001,2019.1.14,,1,영업/정상,13,영업중,,,,,031-8049-3535,,415-711,경기도 김포시 장기동 2079번지 3호,경기도 김포시 태장로 808 (장기동),415-711,(주)한강가온누리산후조리원,2020.4.7 9:23,U,2020.4.9 2:40,,171495.6859,459517.9402,20,20,697.8,76.5,,35.3,8.8,,8.9,15.6,3,3,,1,1,1,0,,
509,산후조리업,01_01_04_P,3470000,PHMB120083470022042100002,2008.5.9,,1,영업/정상,13,영업중,,,,,053-656-8575,,,대구광역시 달서구 성당동 825번지 19호,"대구광역시 달서구 구마로 201, 2,3,4층 (성당동)",42681,(주)김혜정,2018.10.31 16:05,U,2018.11.2 2:35,,339957.4001,260818.8823,23,24,341.57,44.88,16.14,53.86,18.43,,,,5,12,,1,1,1,3,3,0
510,산후조리업,01_01_04_P,3470000,PHMB120123470022042100002,2012.4.18,,1,영업/정상,13,영업중,,,,,608-7200,,704-932,대구광역시 달서구 죽전동 274번지 7호,대구광역시 달서구 와룡로 203 (죽전동),42633,미래산후조리원(신미래->미래),2018.12.11 9:15,U,2018.12.13 2:40,,338761.1523,262278.9043,26,26,518.1,46.5,29,86.25,6.8,10.8,2.9,12.2,7,8,,2,3,,0,,
511,산후조리업,01_01_04_P,3470000,PHMB120133470022042100001,2013.11.18,,1,영업/정상,13,영업중,,,,,053-583-7447,,704-142,대구광역시 달서구 이곡2동 1220번지 2호,대구광역시 달서구 이곡서로 11 (이곡동),,꿈담산후조리원,2021.2.17 13:16,U,2021.2.19 2:40,,335948.0767,262555.5642,17,17,388.42,30.3,14.25,71.47,6.01,,30.68,19.77,2,3,,2,,,0,,
512,산후조리업,01_01_04_P,3470000,PHMB120143470022042100001,2014.3.19,,1,영업/정상,13,영업중,,,,,1877-6622,,704-834,대구광역시 달서구 진천동 57번지 15호 6-8,"대구광역시 달서구 월배로 141, 6-8층 (진천동)",42784,여성아이산후조리원,2021.3.29 16:24,U,2021.3.31 2:40,,338178.8663,258401.9016,41,41,802.7,70.6,30.3,78.6,,,185.7,55.7,7,5,,,,1,0,,
513,산후조리업,01_01_04_P,3480000,PHMB120143480012042100001,2014.6.30,,1,영업/정상,13,영업중,,,,,053-592-3575,,711-815,대구광역시 달성군 다사읍 죽곡리 807번지 3호,대구광역시 달성군 다사읍 달구벌대로 874,42918,로즈맘산후조리원,2014.7.2 11:41,I,2018.8.31 23:59,,332226.2636,262968.3827,19,19,296.39,34.11,8.67,,,,3.56,14.2,3,8,0,0,0,,8,7,1
514,산후조리업,01_01_04_P,3480000,PHMB120173480012042100002,2017.9.11,,1,영업/정상,13,영업중,,,,,053-627-5555,,,,"대구광역시 달성군 유가읍 테크노순환로12길 4, 프로마드레 산후조리원 6,7층 608,609,610,611,701호",42994,프로마드레 산후조리원,2019.7.25 17:03,U,2019.7.27 2:40,,332873.5884,244686.5295,28,28,783.64,60.74,21.68,70.45,9.05,,4.69,13.4,2,5,,1,1,1,0,,
515,산후조리업,01_01_04_P,3470000,PHMB120173470022042100001,2017.6.16,,1,영업/정상,13,영업중,,,,,053-636-2221,,,대구광역시 달서구 진천동 635번지 1호,대구광역시 달서구 월배로 58 (진천동),42771,리엘산후조리원,2023.5.24 10:27,U,2023.5.26 2:40,,337402.6271,258059.9082,25,25,611.06,54.67,19.6,0,47.4,8.64,0,0,5,10,0,4,3,1,2,2,0
516,산후조리업,01_01_04_P,3450000,PHMB120073450022042100001,2007.3.30,,1,영업/정상,13,영업중,,2021.3.1,2021.4.30,,053-210-7737,,702-250,대구광역시 북구 동천동 952번지 2호,대구광역시 북구 팔거천동로 215 (동천동),41422,로즈마리산후조리원,2021.5.10 14:07,U,2021.5.12 2:40,,340489.5716,272557.0567,22,22,498.5,41.7,17,44,14.4,,61.8,10.8,3,7,,,,1,2,2,
517,산후조리업,01_01_04_P,3450000,PHMB120143450022042100001,2014.4.29,,1,영업/정상,13,영업중,,,,,053-314-0113,,702-885,대구광역시 북구 동천동 893번지,"대구광역시 북구 팔거천동로 218, 4~7층 (동천동)",41423,설렘산후조리원,2020.6.29 16:38,U,2020.7.1 2:40,,340562.7485,272571.8252,28,28,666.65,61.91,34.99,77.4,24.32,,,21.45,4,6,,1,1,,4,4,
518,산후조리업,01_01_04_P,5070000,PHMB120145070014042100002,2014.12.19,,1,영업/정상,13,영업중,,,,,054-850-8114,,,경상북도 안동시 금곡동 180번지 안동성소병원,"경상북도 안동시 서동문로 99, 안동성소병원 (금곡동)",36690,안동성소병원 산후조리원,2018.5.2 15:49,I,2018.8.31 23:59,,354105.0489,342115.4145,12,12,113,21.8,11.3,6.7,6.5,7.9,70.8,1.5,2,5,,1,1,,0,,
519,산후조리업,01_01_04_P,4500000,PHMB120094500029042100001,2009.7.23,,1,영업/정상,13,영업중,,,,,041-840-1080,,314-802,충청남도 공주시 신관동 26번지 26외2필지(8층),충청남도 공주시 번영1로 124 (신관동),32581,공주제일메디컬센터미앤맘산후조리원,2009.7.24 13:10,I,2018.8.31 23:59,,212582.4501,330354.191,14,14,200,20,0,0,6,3,8,5.85,2,6,0,0,2,,8,8,0
520,산후조리업,01_01_04_P,5680000,PHMB120114630020042100002,2011.12.1,,1,영업/정상,13,영업중,,,,,041)355-4800,,,충청남도 당진시 수청동 992번지,"충청남도 당진시 당진중앙2로 415, 7,8층 (수청동)",31771,미즈맘산후조리원,2019.10.18 13:36,U,2019.10.20 2:40,,168310.2157,377732.6203,14,14,352,36,10.4,45,17.7,5.5,,9,4,8,,2,1,,0,3,
521,산후조리업,01_01_04_P,4600000,PHMB120134600019042100001,2013.4.12,,1,영업/정상,13,영업중,,,,,041-630-6114,,,충청남도 홍성군 홍성읍 고암리 572-3 홍성의료원,"충청남도 홍성군 홍성읍 조양로 224, 홍성의료원 1층",32232,충남 홍성 공공산후조리원,2023.2.6 10:35,U,2023.2.8 2:40,,170791.4787,344251.4483,8,9,199.6,40,10.5,23,0,0,0,32,6,3,0,1,0,0,6,5,1
522,산후조리업,01_01_04_P,4520000,PHMB120074520031042100001,2007.3.30,,1,영업/정상,13,영업중,,,,,,,,충청남도 아산시 모종동 562번지 6호 미즈산후조리원,충청남도 아산시 번영로 204 (모종동),31521,미즈산후조리원,2023.4.27 14:17,U,2023.4.29 2:40,,201117.2053,364782.5503,11,11,0,0,0,0,0,0,0,0,4,10,0,0,4,0,0,0,0
523,산후조리업,01_01_04_P,4530000,PHMB120144530030042100001,2014.5.14,,1,영업/정상,13,영업중,,,,,416678560,,,,충청남도 서산시 율지4로 5 (동문동),31992,한마음산후조리원,2015.6.10 12:42,I,2018.8.31 23:59,,151712.2031,364467.9075,13,13,239.54,25.03,17,34.13,5.46,20.29,4.48,15.86,2,6,0,1,1,1,2,2,
524,산후조리업,01_01_04_P,4530000,PHMB120154530030042100001,2015.6.15,,1,영업/정상,13,영업중,,,,,041-429-2004,,,,"충청남도 서산시 남부순환로 1031, 2층 (예천동)",31998,엠산후조리원,2015.7.1 10:47,I,2018.8.31 23:59,,151012.2066,363116.2239,18,18,226.8,35.2,8.6,17.1,4.9,0,3.1,6.9,3,8,,2,1,,4,2,
525,산후조리업,01_01_04_P,4490000,PHMB120154490260042100001,2015.8.21,,1,영업/정상,13,영업중,,,,,041-412-5566,,31176,충청남도 천안시 동남구 신방동 67번지,충청남도 천안시 동남구 수곡2길 17-17 (신방동),31176,연세하임산후조리원,2020.10.13 10:17,U,2020.10.15 2:40,,211248.5002,365505.584,26,26,482.73,52.69,17.8,60.69,0,97.22,0,17.83,3,20,0,0,2,1,0,0,0
526,산후조리업,01_01_04_P,4490000,PHMB120144490261042100001,2014.5.9,,1,영업/정상,13,영업중,,,,,902-1000,,,충청남도 천안시 서북구 성정동 1524,"충청남도 천안시 서북구 성정공원1길 9-13, 2,3,10,11층 (성정동)",31109,퀸스산후조리원,2020.7.31 15:03,U,2020.8.2 2:40,,212223.1217,369459.4779,39,39,797.48,105.74,35.32,48.75,0,114.32,83.68,28.21,9,38,0,0,6,1,0,0,0
527,산후조리업,01_01_04_P,4490000,PHMB120164490261042100002,2016.3.24,,1,영업/정상,13,영업중,,,,,570-9300,,,,충청남도 천안시 서북구 미라2길 18-11 (쌍용동),31155,혜성산후조리원,2022.12.19 17:11,U,2023.5.26 8:48,,211574.2104,366623.5914,15,15,296.52,61.92,14.58,0,8,0,24,9.72,3,8,0,0,1,0,0,0,0
528,산후조리업,01_01_04_P,4490000,PHMB120174490261042100001,2017.4.14,,1,영업/정상,13,영업중,,,,,,,,,충청남도 천안시 서북구 불당25로 104(불당동),31156,주식회사 아주르852 The앙즈로산후조리원,2023.3.23 10:34,U,2023.5.26 8:48,,209437.7495,367687.1705,37,45,839.72,118.2,27.92,64.86,7.28,138.75,12.23,43.36,3,13,0,0,4,3,5,5,0
529,산후조리업,01_01_04_P,4520000,PHMB120124520031042100001,2012.8.27,,1,영업/정상,13,영업중,,,,,041-903-2277,,,충청남도 아산시 배방읍 장재리 1716,충청남도 아산시 배방읍 희망로46번길 16,31470,주식회사 삼성미즈산후조리원,2021.9.15 16:57,U,2021.9.17 2:40,,209266.2857,365203.3171,41,41,1158646,198.9,67.8,0,0,39.42,2.48,15.21,3,5,1,1,2,0,15,11,4
530,산후조리업,01_01_04_P,4520000,PHMB120134520031042100001,2013.5.14,,1,영업/정상,13,영업중,,,,,041-549-3582,,,,충청남도 아산시 배방읍 배방로 26 (다온팰리스),31480,(주)다온미래산후조리원,2015.3.12 17:09,I,2018.8.31 23:59,,204743.8103,363688.0841,16,16,328.3,34,8.9,,,,,,2,4,,,,,0,,
531,산후조리업,01_01_04_P,3910000,PHMB120083910168042100001,2008.11.24,,1,영업/정상,13,영업중,,,,,1800-7050,,450-150,경기도 평택시 비전동 1090번지,경기도 평택시 비전5로 3 (비전동),17854,지엔산후조리원,2018.9.19 10:52,U,2018.9.19 23:59,,209867.8568,388703.1122,23,23,475.2,39.36,19.8,34,,,,14,2,7,,1,2,,0,,
532,산후조리업,01_01_04_P,3910000,PHMB120143910165042100001,2014.7.18,,1,영업/정상,13,영업중,,,,,031-668-3759,,,경기도 평택시 서정동 839번지 11호,"경기도 평택시 송탄로 260, 더네이처 산후조리원 서정동 8-11층 (서정동)",17774,더네이처 산후조리원,2020.12.15 17:43,U,2020.12.17 2:40,,205169.0845,396120.2733,19,19,294.17,41.13,14.18,0,8.16,30.2,56.93,14.4,3,4,0,5,2,,4,4,0
533,산후조리업,01_01_04_P,3910000,PHMB120153910168042100001,2015.6.12,,1,영업/정상,13,영업중,,,,,070-4284-7924,,451-884,경기도 평택시 안중읍 안중리 277번지 98호 4층,"경기도 평택시 안중읍 안중로131번길 14-15, 4층",17933,안중산후조리원,2020.7.2 19:42,U,2020.7.4 2:40,,193656.4109,387599.3938,8,8,114.2,15.2,3.7,,4.6,,,,3,3,,,,1,0,,
534,산후조리업,01_01_04_P,3910000,PHMB120173910168042100001,2017.7.24,,1,영업/정상,13,영업중,,,,,031-651-8279,,,경기도 평택시 비전동 1027번지 4호,경기도 평택시 비전2로 121 (비전동),17852,(주) 럭셔리포레 산후조리원,2019.12.19 9:42,U,2019.12.21 2:40,,209223.3873,388985.1637,17,19,259.13,38,20,27,3.5,3,53.87,33.5,2,3,,1,1,2,3,3,
535,산후조리업,01_01_04_P,3910000,PHMB120113910168042100001,2011.3.16,,1,영업/정상,13,영업중,,,,,031-656-3885,,,경기도 평택시 합정동 757번지 2호,경기도 평택시 중앙로 144 (합정동),17907,예일퀸스하우스산후조리원,2018.3.9 17:37,I,2018.8.31 23:59,,208739.8055,387860.7135,20,20,392,70,18,,,,,,3,8,,,,,2,2,
536,산후조리업,01_01_04_P,4040000,PHMB120094040023042100002,2009.1.23,,1,영업/정상,13,영업중,,2020.1.21,2020.3.1,,031-699-8177,,,경기도 하남시 덕풍동 744-1 리치플러스 하남센터,"경기도 하남시 덕풍동로 111-15, 리치플러스 9층 (덕풍동)",12927,맘스프링산후조리원,2023.7.10 16:45,U,2023.7.13 2:40,,218304.5423,449927.2583,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,산후조리업,01_01_04_P,4000000,PHMB120174000018042100001,2017.12.27,,1,영업/정상,13,영업중,,,,,031-373-3567,,,경기도 오산시 원동 391번지 1호 패션폴라리스 6층 607-609호,"경기도 오산시 경기대로 154, 패션폴라리스 6층 607~609호 (원동)",18144,청율산후조리원,2022.6.29 14:07,U,2022.7.1 2:40,,206491.7799,404082.0127,12,12,223.47,32.15,10.57,0,0,0,40.55,0,3,5,0,0,0,0,0,0,0
538,산후조리업,01_01_04_P,4070000,PHMB120064070023042100001,2006.12.6,,1,영업/정상,13,영업중,,,,,636-0552,,467-800,경기도 이천시 중리동 466번지 3호,경기도 이천시 경충대로 2564 (중리동),17373,마리나산부인과부설 마리나산후조리원,2021.1.28 11:31,U,2021.1.30 2:40,,239677.1811,419344.0455,14,14,240.07,33.12,17.7,,22.2,11,,30.6,3,11,,,1,2,2,2,
539,산후조리업,01_01_04_P,4070000,PHMB120074070023042100001,2007.1.25,,1,영업/정상,13,영업중,,,,,635-5300,,467-030,경기도 이천시 중리동 224번지 3호  7층,"경기도 이천시 이섭대천로 1186 (중리동,7층)",,YJB산후조리원,2019.9.3 11:20,U,2019.9.5 2:40,,239595.1376,419453.7961,12,12,413.8,41.5,42,,,,,28.87,3,11,,,2,5,8,,
540,산후조리업,01_01_04_P,4030000,PHMB120164030022042100001,2016.3.28,,1,영업/정상,13,영업중,,,,,031-422-5155,,,경기도 의왕시 포일동 660번지 3층,"경기도 의왕시 포일세거리로 10, 3층 (포일동, 포일프라임타워)",16001,라움산후조리원,2018.2.21 16:04,I,2018.8.31 23:59,,198667.4091,432662.6981,19,19,473,51.3,12.6,23.5,7.3,,,10.8,5,8,,2,1,,3,3,
541,산후조리업,01_01_04_P,3360000,PHMB120193360024042100001,2019.2.27,,1,영업/정상,13,영업중,,,,,,,,부산광역시 강서구 명지동 3240번지 5호,"부산광역시 강서구 명지오션시티4로 95, 웰하이 산후조리원 (명지동)",46764,웰하이 산후조리원,2022.6.22 15:28,U,2022.6.24 2:40,,373573.9964,177367.9422,8,8,102.38,30.4,8.6,0,0,5.07,24.25,0,2,1,0,0,0,0,11,10,1
542,산후조리업,01_01_04_P,4040000,PHMB120194040023042100001,2019.4.15,,1,영업/정상,13,영업중,,,,,031-793-8300,,,경기도 하남시 풍산동 502번지 2호 연세아란빌딩,"경기도 하남시 미사강변대로54번길 121, 연세아란빌딩 6,7층 (풍산동)",12919,연세아란산후조리원,2019.4.15 17:51,I,2019.4.17 2:20,,216613.3396,450641.294,17,17,306.93,29.76,11.63,66.47,0,5.79,80.39,,3,5,,1,,,10,7,3
543,산후조리업,01_01_04_P,5700000,PHMB120195700008042100001,2019.5.3,,1,영업/정상,13,영업중,,,,,031-881-9500,,,경기도 여주시 상동 357번지 경기도공공산후조리원,"경기도 여주시 여흥로160번길 16, 경기도공공산후조리원 (상동)",12628,경기 여주공공산후조리원,2020.11.30 16:06,U,2020.12.2 2:40,,256648.2386,421568.0265,13,14,228.48,70,7.2,63.6,31,,,36.21,3,6,,2,2,1,2,2,
544,산후조리업,01_01_04_P,3110000,PHMB120193110032042100001,2019.6.12,,1,영업/정상,13,영업중,,,,,02-6941-1231,,,서울특별시 은평구 불광동 311번지 13호 메트로타워,"서울특별시 은평구 통일로 856, 메트로타워 8층 (불광동)",3345,레피리움시그니쳐은평산후조리원,2022.8.26 16:34,U,2022.8.28 2:40,,192998.2022,457479.9952,21,21,735.5,72.6,13.7,22.5,13.1,9.6,52.8,14.3,4,4,0,1,1,1,29,24,5
545,산후조리업,01_01_04_P,3520000,PHMB120193520019042100001,2019.6.19,,1,영업/정상,13,영업중,,,,,1577-5165,,,인천광역시 연수구 송도동 8번지 9호 드 메티스 빌딩,"인천광역시 연수구 테크노파크로111번길 4, 드 메티스 빌딩 (송도동)",21998,허브산후조리원 2호점,2019.6.19 11:14,I,2019.6.21 2:21,,168419.3627,431613.1988,14,14,354.8,24.3,16,,,12,102.6,,4,2,,,1,,8,67,
546,산후조리업,01_01_04_P,3820000,PHMB120193820050042100001,2019.4.29,,1,영업/정상,13,영업중,,2022.6.7,2022.8.22,,031-853-9115,,,경기도 의정부시 금오동 473번지 4호 프레티넘프라자2,"경기도 의정부시 부용로 105, 프레티넘프라자2 6층 (금오동)",11757,히아신스산후조리원,2022.8.19 17:03,U,2022.8.21 2:40,,206062.1708,472098.3005,25,25,352.89,79.38,42.4,56.37,5.56,8.16,51.75,17.45,3,2,0,1,1,1,6,6,0
547,산후조리업,01_01_04_P,3630000,PHMB120233630020042100001,2023.6.13,,1,영업/정상,13,영업중,,,,,,,,광주광역시 광산구 우산동 1581-3,"광주광역시 광산구 무진대로 239, 4~5층 (우산동)",62359,더엘산후조리원,2023.6.13 16:25,I,2023.6.15 0:19,,182324.6773,184817.9661,21,24,844.68,76.73,0,40.3,14.22,19.74,21.84,6.61,3,4,0,0,2,5,8,5,3
